,rank,team_name,GP,W,D,L,GF,GA,P,team_n
0,1,Brescia,42.0,22.0,14.0,6.0,65.0,35.0,80.0,30
1,2,Livorno,42.0,19.0,19.0,4.0,65.0,34.0,76.0,30
2,3,Empoli,42.0,16.0,20.0,6.0,64.0,40.0,68.0,30
3,4,Brescia,42.0,18.0,13.0,11.0,54.0,40.0,67.0,30
4,5,Grosseto,42.0,18.0,13.0,11.0,53.0,44.0,67.0,30
5,6,Livorno,42.0,18.0,10.0,14.0,64.0,66.0,64.0,30
6,7,AC Ancona,42.0,15.0,15.0,12.0,57.0,50.0,60.0,30
7,8,Rimini,42.0,16.0,11.0,15.0,52.0,47.0,59.0,30
8,9,AS Bari,42.0,15.0,13.0,14.0,49.0,49.0,58.0,30
9,10,Parma,42.0,14.0,13.0,15.0,48.0,48.0,55.0,30
10,11,Livorno,42.0,13.0,14.0,15.0,48.0,53.0,53.0,30
11,12,Brescia,42.0,13.0,13.0,16.0,44.0,41.0,52.0,30
12,13,Empoli,42.0,12.0,16.0,14.0,41.0,46.0,52.0,30
13,14,Grosseto,42.0,14.0,9.0,19.0,46.0,56.0,51.0,30
14,15,Sassuolo,42.0,13.0,12.0,17.0,54.0,63.0,51.0,30
15,16,Triestina,42.0,11.0,17.0,14.0,42.0,43.0,50.0,30
16,17,AlbinoLeffe,42.0,14.0,10.0,18.0,37.0,48.0,50.0,30
17,18,Piacenza,42.0,13.0,11.0,18.0,43.0,56.0,50.0,30
18,19,Frosinone,42.0,14.0,7.0,21.0,54.0,66.0,49.0,30
19,20,Vicenza Calcio,42.0,12.0,12.0,18.0,45.0,55.0,48.0,30
20,21,Mantova,42.0,9.0,15.0,18.0,41.0,61.0,38.0,30
21,22,Salernitana,42.0,7.0,15.0,20.0,37.0,62.0,32.0,30
22,23,Modena,,,,,,,,30
23,24,Cittadella,,,,,,,,30
24,25,Ascoli,,,,,,,,30
25,26,Rimini,,,,,,,,30
26,27,AC Ancona,,,,,,,,30
27,28,Pisa,,,,,,,,30
28,29,Avellino,,,,,,,,30
29,30,Treviso,,,,,,,,30
