,rank,team_name,GP,W,D,L,GF,GA,P,team_n
0,1,Sampdoria,42.0,26.0,5.0,11.0,90.0,55.0,83.0,30
1,2,Varese,42.0,24.0,11.0,7.0,57.0,28.0,83.0,30
2,3,Sampdoria,42.0,22.0,14.0,6.0,57.0,33.0,80.0,30
3,4,Sassuolo,42.0,23.0,9.0,10.0,60.0,41.0,78.0,30
4,5,Varese,42.0,20.0,11.0,11.0,57.0,41.0,71.0,30
5,6,Hellas Verona,42.0,17.0,16.0,9.0,53.0,34.0,67.0,30
6,7,Vicenza Calcio,42.0,18.0,9.0,15.0,56.0,58.0,63.0,30
7,8,Empoli,42.0,15.0,12.0,15.0,48.0,50.0,57.0,30
8,9,Pescara,42.0,16.0,13.0,13.0,53.0,49.0,57.0,30
9,10,Torino,42.0,14.0,13.0,15.0,63.0,59.0,55.0,30
10,11,Sassuolo,42.0,13.0,15.0,14.0,60.0,58.0,52.0,30
11,12,Hellas Verona,42.0,12.0,16.0,14.0,50.0,58.0,52.0,30
12,13,Varese,42.0,14.0,14.0,14.0,47.0,48.0,50.0,30
13,14,Sampdoria,42.0,11.0,16.0,15.0,47.0,60.0,49.0,30
14,15,Padova,42.0,15.0,11.0,16.0,47.0,50.0,49.0,30
15,16,Brescia,42.0,13.0,9.0,20.0,51.0,64.0,48.0,30
16,17,Juve Stabia,42.0,12.0,12.0,18.0,49.0,49.0,48.0,30
17,18,Reggina,42.0,12.0,11.0,19.0,48.0,59.0,47.0,30
18,19,Crotone,42.0,10.0,14.0,18.0,43.0,61.0,44.0,30
19,20,Modena,42.0,10.0,10.0,22.0,52.0,71.0,40.0,30
20,21,AS Bari,42.0,7.0,11.0,24.0,37.0,69.0,32.0,30
21,22,Grosseto,42.0,6.0,12.0,24.0,39.0,69.0,30.0,30
22,23,Ascoli,,,,,,,,30
23,24,Cittadella,,,,,,,,30
24,25,Livorno,,,,,,,,30
25,26,Empoli,,,,,,,,30
26,27,Vicenza Calcio,,,,,,,,30
27,28,Nocerina,,,,,,,,30
28,29,Gubbio 1910,,,,,,,,30
29,30,AlbinoLeffe,,,,,,,,30
