,rank,team_name,GP,W,D,L,GF,GA,P,team_n
0,1,Juventus ,42.0,28.0,10.0,4.0,83.0,30.0,85.0,24
1,2,Napoli ,42.0,21.0,16.0,5.0,52.0,29.0,79.0,24
2,3,Genoa ,42.0,23.0,9.0,10.0,68.0,44.0,78.0,24
3,4,Piacenza ,42.0,20.0,8.0,14.0,57.0,50.0,68.0,24
4,5,Rimini ,42.0,17.0,16.0,9.0,55.0,38.0,67.0,24
5,6,Brescia ,42.0,19.0,10.0,13.0,51.0,43.0,67.0,24
6,7,Bologna ,42.0,18.0,11.0,13.0,52.0,43.0,65.0,24
7,8,Mantova ,42.0,15.0,19.0,8.0,47.0,36.0,64.0,24
8,9,Lecce ,42.0,17.0,7.0,18.0,56.0,53.0,58.0,24
9,10,AlbinoLeffe ,42.0,11.0,20.0,11.0,46.0,48.0,53.0,24
10,11,Vicenza Calcio ,42.0,12.0,14.0,16.0,42.0,43.0,50.0,24
11,12,Treviso ,42.0,11.0,17.0,14.0,44.0,47.0,50.0,24
12,13,AS Bari ,42.0,12.0,14.0,16.0,40.0,46.0,50.0,24
13,14,Frosinone ,42.0,12.0,14.0,16.0,44.0,54.0,50.0,24
14,15,Modena,42.0,12.0,13.0,17.0,38.0,46.0,49.0,24
15,16,AC Cesena,42.0,12.0,13.0,17.0,51.0,66.0,49.0,24
16,17,Triestina ,42.0,11.0,16.0,15.0,37.0,48.0,48.0,24
17,18,Hellas Verona ,42.0,12.0,12.0,18.0,34.0,46.0,48.0,24
18,19,Spezia ,42.0,11.0,13.0,18.0,50.0,61.0,46.0,24
19,20,Calcio Arezzo ,42.0,12.0,15.0,15.0,42.0,46.0,45.0,24
20,21,Crotone ,42.0,7.0,11.0,24.0,36.0,67.0,32.0,24
21,22,Pescara ,42.0,5.0,10.0,27.0,36.0,77.0,24.0,24
22,23,Spezia,,,,,,,,24
23,24,Hellas Verona,,,,,,,,24
