,rank,team_name,GP,W,D,L,GF,GA,P,team_n
0,1,Real Madrid ,38,24,8,6,81,40,80,20
1,2,Deportivo ,38,22,7,9,73,44,73,20
2,3,Mallorca ,38,20,11,7,61,43,71,20
3,4,Barcelona,38,17,12,9,80,57,63,20
4,5,Valencia ,38,18,9,11,55,34,63,20
5,6,Celta de Vigo ,38,16,11,11,51,49,59,20
6,7,Villarreal ,38,16,9,13,58,52,57,20
7,8,Málaga ,38,16,8,14,60,61,56,20
8,9,Espanyol ,38,14,8,16,46,44,50,20
9,10,Alavés ,38,14,7,17,58,59,49,20
10,11,Las Palmas ,38,13,7,18,42,62,46,20
11,12,Rayo Vallecano ,38,10,13,15,56,68,43,20
12,13,Real Sociedad ,38,11,10,17,52,68,43,20
13,14,Athletic ,38,11,10,17,44,60,43,20
14,15,Real Zaragoza,38,9,15,14,54,57,42,20
15,16,Valladolid ,38,9,15,14,42,50,42,20
16,17,Osasuna ,38,10,12,16,43,54,42,20
17,18,Real Oviedo ,38,11,8,19,51,67,41,20
18,19,Racing Santander ,38,10,9,19,48,62,39,20
19,20,Numancia ,38,10,9,19,40,64,39,20
