,rank,team_name,GP,W,D,L,GF,GA,P,team_n
0,1,Leyton Orient,46,31,10,5,89,31,103,30
1,2,Rotherham,46,28,10,8,72,43,94,30
2,3,Peterborough United,46,25,11,10,85,45,86,30
3,4,Leyton Orient,46,24,14,8,86,58,86,30
4,5,Preston North End,46,23,16,7,72,46,85,30
5,6,Rotherham,46,23,5,18,72,58,74,30
6,7,Wolverhampton,46,18,13,15,48,46,67,30
7,8,Brentford,46,19,9,18,63,59,66,30
8,9,Leyton Orient,46,18,7,21,59,73,61,30
9,10,Rotherham,46,17,9,20,63,65,60,30
10,11,Preston North End,46,14,17,15,57,54,59,30
11,12,Peterborough United,46,13,19,14,70,67,58,30
12,13,Sheffield United,46,14,16,16,49,49,58,30
13,14,Swindon Town,46,14,15,17,48,54,57,30
14,15,Port Vale,46,14,14,18,50,59,56,30
15,16,MK Dons,46,13,14,19,53,61,53,30
16,17,Bradford City,46,15,8,23,60,79,53,30
17,18,Bristol City,46,16,13,17,74,77,51,30
18,19,Walsall,46,13,12,21,54,80,51,30
19,20,Crawley Town,46,15,5,26,64,77,50,30
20,21,Oldham Athletic,46,12,11,23,52,79,47,30
21,22,Colchester,46,11,12,23,43,76,45,30
22,23,Gillingham,46,9,15,22,44,65,42,30
23,24,Coventry City,46,11,9,26,46,72,42,30
24,25,Crewe Alexandra,,,,,,,,30
25,26,Notts County,,,,,,,,30
26,27,Tranmere Rovers,,,,,,,,30
27,28,Carlisle United,,,,,,,,30
28,29,Shrewsbury Town,,,,,,,,30
29,30,Stevenage,,,,,,,,30
