,rank,team_name,GP,W,D,L,GF,GA,P,team_n
0,1,Millwall,46,27,15,4,84,39,96,30
1,2,Scunthorpe United,46,26,11,9,78,54,89,30
2,3,Scunthorpe United,46,26,9,11,83,47,87,30
3,4,MK Dons,46,26,6,14,77,49,84,30
4,5,Millwall,46,25,7,14,63,53,82,30
5,6,Leeds United,46,22,10,14,82,63,76,30
6,7,Leicester City,46,21,11,14,62,49,74,30
7,8,Peterborough United,46,21,8,17,58,61,71,30
8,9,MK Dons ,46,18,14,14,62,65,68,30
9,10,Leeds United ,46,16,17,13,66,65,65,30
10,11,Millwall ,46,18,9,19,58,58,63,30
11,12,Scunthorpe United,45,17,11,17,78,60,62,30
12,13,Tranmere Rovers ,46,17,10,19,61,66,61,30
13,14,Southend United,46,16,12,18,59,57,60,30
14,15,Huddersfield Town ,46,15,11,20,45,57,56,30
15,16,Oldham Athletic ,46,12,17,17,68,71,53,30
16,17,Colchester ,46,13,13,20,55,70,52,30
17,18,Bristol Rovers ,46,12,15,19,41,66,51,30
18,19,Walsall ,46,13,11,22,66,79,50,30
19,20,Stockport County ,46,12,14,20,56,69,50,30
20,21,Leyton Orient ,46,12,13,21,61,65,49,30
21,22,Swindon Town ,45,12,9,24,58,81,45,30
22,23,Brighton & Hove Albion ,46,9,12,25,51,91,39,30
23,24,Yeovil Town ,46,9,7,30,42,79,34,30
24,25,Hartlepool United,,,,,,,,30
25,26,Carlisle United,,,,,,,,30
26,27,Northampton Town,,,,,,,,30
27,28,Crewe Alexandra ,,,,,,,,30
28,29,Cheltenham Town,,,,,,,,30
29,30,Hereford ,,,,,,,,30
