,rank,team_name,GP,W,D,L,GF,GA,P,team_n
0,1,Rotherham,46,29,11,6,89,29,98,30
1,2,Shrewsbury Town,46,28,12,6,82,40,96,30
2,3,Charlton Athletic,46,25,12,9,60,39,87,30
3,4,Shrewsbury Town,46,24,7,15,73,53,79,30
4,5,Scunthorpe United,46,19,17,10,65,50,74,30
5,6,Rotherham,46,20,11,15,58,51,71,30
6,7,Wigan Athletic,46,19,11,16,58,59,68,30
7,8,Blackburn Rovers,46,20,6,20,57,56,66,30
8,9,Shrewsbury Town,46,17,13,16,68,60,64,30
9,10,Rotherham,46,17,12,17,58,62,63,30
10,11,Scunthorpe United,46,18,9,19,57,67,63,30
11,12,Charlton Athletic,46,15,15,16,60,55,60,30
12,13,Plymouth Argyle,46,16,11,19,60,66,59,30
13,14,Portsmouth,46,16,9,21,59,68,57,30
14,15,Peterborough United,46,13,17,16,52,52,56,30
15,16,Southend United,46,15,11,20,61,66,56,30
16,17,Bradford City,46,13,17,16,50,55,56,30
17,18,Blackpool,46,13,14,19,47,58,53,30
18,19,Bristol Rovers,46,13,13,20,53,66,52,30
19,20,Fleetwood Town,46,11,18,17,49,57,51,30
20,21,Doncaster Rovers,46,11,17,18,58,75,50,30
21,22,Oxford United,46,12,11,23,43,77,47,30
22,23,Gillingham,46,11,12,23,43,69,45,30
23,24,AFC Wimbledon,46,8,12,26,41,71,36,30
24,25,Walsall,,,,,,,,30
25,26,Rochdale,,,,,,,,30
26,27,Oldham Athletic,,,,,,,,30
27,28,Northampton Town,,,,,,,,30
28,29,MK Dons,,,,,,,,30
29,30,Bury,,,,,,,,30
