,rank,team_name,GP,W,D,L,GF,GA,P,team_n
0,1,Brentford,46,25,9,12,62,44,84,30
1,2,Yeovil Town,46,24,11,11,76,53,83,30
2,3,Sheffield United,46,21,16,9,62,47,79,30
3,4,Yeovil Town,46,23,8,15,71,56,77,30
4,5,Swindon Town,46,19,18,9,56,42,75,30
5,6,Brentford,46,20,14,12,72,39,74,30
6,7,Doncaster Rovers,46,21,8,17,55,48,71,30
7,8,AFC Bournemouth,46,19,13,14,62,45,70,30
8,9,Brentford,46,17,17,12,65,58,68,30
9,10,Yeovil Town,46,18,14,14,59,58,68,30
10,11,Sheffield United,46,19,10,17,58,48,67,30
11,12,Swindon Town,46,16,17,13,61,49,65,30
12,13,Leyton Orient,46,18,10,18,54,62,64,30
13,14,MK Dons,46,14,17,15,54,49,59,30
14,15,Walsall,46,18,11,17,66,59,55,30
15,16,Crawley Town,46,13,16,17,54,60,55,30
16,17,Tranmere Rovers,46,14,13,19,56,77,55,30
17,18,Notts County,46,15,9,22,47,64,54,30
18,19,Crewe Alexandra,46,14,9,23,46,59,51,30
19,20,Preston North End,46,14,9,23,47,68,51,30
20,21,Coventry City,46,13,9,24,49,73,48,30
21,22,Shrewsbury Town,46,9,14,23,45,73,41,30
22,23,Carlisle United,46,9,14,23,39,67,41,30
23,24,Stevenage,46,10,12,24,51,69,32,30
24,25,Oldham Athletic,,,,,,,,30
25,26,Colchester,,,,,,,,30
26,27,Scunthorpe United,,,,,,,,30
27,28,Bury,,,,,,,,30
28,29,Hartlepool United,,,,,,,,30
29,30,Portsmouth,,,,,,,,30
