,rank,team_name,GP,W,D,L,GF,GA,P,team_n
0,1,Huddersfield Town,46,28,11,7,85,40,95,30
1,2,Peterborough United,46,28,8,10,86,38,92,30
2,3,AFC Bournemouth,46,25,12,9,77,48,87,30
3,4,Huddersfield Town,46,23,10,13,106,75,79,30
4,5,MK Dons,46,23,8,15,67,60,77,30
5,6,Peterborough United,46,19,14,13,75,54,71,30
6,7,Brighton & Hove Albion,46,19,13,14,71,62,70,30
7,8,Southampton,46,20,10,16,66,73,70,30
8,9,Huddersfield Town,46,18,14,14,63,55,68,30
9,10,Peterborough United,46,16,14,16,57,63,62,30
10,11,MK Dons,46,17,10,19,55,62,61,30
11,12,AFC Bournemouth,46,16,11,19,60,62,59,30
12,13,Leyton Orient,46,15,14,17,62,66,59,30
13,14,Exeter City,46,16,11,19,56,66,59,30
14,15,Rochdale,46,16,10,20,67,67,58,30
15,16,Colchester,46,15,12,19,47,65,57,30
16,17,Brentford,46,15,11,20,53,60,56,30
17,18,Carlisle United,46,13,17,16,53,60,56,30
18,19,Charlton Athletic,46,14,8,24,46,60,50,30
19,20,Yeovil Town,46,12,12,22,56,75,48,30
20,21,Sheffield Wed.,46,12,11,23,52,70,47,30
21,22,Hartlepool United,46,11,12,23,48,82,45,30
22,23,Tranmere Rovers,46,15,7,24,51,74,42,30
23,24,Oldham Athletic,46,9,14,23,50,72,41,30
24,25,Notts County ,,,,,,,,30
25,26,Walsall,,,,,,,,30
26,27,Dag and Red,,,,,,,,30
27,28,Bristol Rovers,,,,,,,,30
28,29,Plymouth Argyle,,,,,,,,30
29,30,Swindon Town,,,,,,,,30
