,rank,team_name,GP,W,D,L,GF,GA,P,team_n
0,1,Hartlepool United,46,29,11,6,87,48,98,30
1,2,Sheffield Wed.,46,26,8,12,80,53,86,30
2,3,Sheffield Wed.,46,22,13,11,73,55,79,30
3,4,Brentford,46,22,9,15,57,60,75,30
4,5,Hartlepool United,46,19,15,12,77,59,72,30
5,6,Tranmere Rovers,46,21,8,17,76,66,71,30
6,7,Luton Town,46,18,16,12,74,57,70,30
7,8,Hull City,46,20,10,16,77,64,70,30
8,9,Tranmere Rovers,46,20,10,16,74,65,70,30
9,10,Brentford,46,16,18,12,65,60,66,30
10,11,Sheffield Wed.,46,17,14,15,64,62,65,30
11,12,Hartlepool United,46,17,12,17,66,68,63,30
12,13,Bristol City,46,14,19,13,69,64,61,30
13,14,AFC Bournemouth,46,16,12,18,65,69,60,30
14,15,Huddersfield Town,46,14,17,15,60,50,59,30
15,16,Doncaster Rovers,46,15,12,19,54,59,57,30
16,17,Bradford City,46,14,15,17,55,62,57,30
17,18,Swindon Town,46,17,5,24,49,59,56,30
18,19,Barnsley,46,14,10,22,60,73,52,30
19,20,Walsall,46,12,15,19,54,68,51,30
20,21,Colchester,46,12,15,19,55,79,51,30
21,22,Blackpool,46,13,14,19,62,80,43,30
22,23,Chesterfield,46,9,12,25,49,73,39,30
23,24,Port Vale,46,6,8,32,49,98,26,30
24,25,Oldham Athletic,,,,,,,,30
25,26,MK Dons,,,,,,,,30
26,27,Torquay United,,,,,,,,30
27,28,Wrexham,,,,,,,,30
28,29,Peterborough United,,,,,,,,30
29,30,Stockport County,,,,,,,,30
