,rank,team_name,GP,W,D,L,GF,GA,P,team_n
0,1,Cardiff City,46,29,13,4,68,25,100,30
1,2,QPR,46,25,11,10,76,40,86,30
2,3,Oldham Athletic,46,24,11,11,79,48,83,30
3,4,QPR,46,24,11,11,69,45,83,30
4,5,Cardiff City,46,22,16,8,68,38,82,30
5,6,Bristol City,46,23,12,11,68,43,81,30
6,7,Wigan Athletic,46,23,11,12,66,57,80,30
7,8,Crewe Alexandra,46,17,14,15,63,52,65,30
8,9,Bristol City,46,17,14,15,67,62,65,30
9,10,QPR,46,16,12,18,59,63,60,30
10,11,Oldham Athletic,46,14,16,16,51,54,58,30
11,12,Cardiff City,46,14,16,16,52,56,58,30
12,13,Tranmere Rovers,46,15,13,18,56,64,58,30
13,14,Plymouth Argyle,46,15,10,21,65,70,55,30
14,15,Luton Town,46,13,16,17,62,70,55,30
15,16,Swindon Town,46,14,12,20,47,56,54,30
16,17,Peterborough United,46,14,11,21,54,70,53,30
17,18,Colchester,46,13,13,20,59,66,52,30
18,19,Blackpool,46,13,13,20,51,64,52,30
19,20,Stockport County,46,14,8,24,43,73,50,30
20,21,Notts County,46,10,18,18,53,68,48,30
21,22,Brentford,46,11,12,23,39,61,45,30
22,23,Port Vale,46,12,8,26,66,97,44,30
23,24,Wycombe Wanderers,46,10,9,27,40,79,39,30
24,25,Barnsley,,,,,,,,30
25,26,Chesterfield,,,,,,,,30
26,27,Cheltenham Town,,,,,,,,30
27,28,Huddersfield Town,,,,,,,,30
28,29,Mansfield Town,,,,,,,,30
29,30,Northampton Town,,,,,,,,30
