,rank,team_name,GP,W,D,L,GF,GA,P,team_n
0,1,Brighton & Hove Albion,46,26,12,8,85,41,90,30
1,2,Bristol City,46,22,17,7,80,45,83,30
2,3,Hartlepool United,46,23,13,10,58,37,82,30
3,4,Bristol City,46,22,11,13,64,43,77,30
4,5,Swindon Town,46,20,13,13,76,58,73,30
5,6,Brighton & Hove Albion,46,20,13,13,76,61,73,30
6,7,Plymouth Argyle,46,21,10,15,73,63,73,30
7,8,QPR,46,17,16,13,59,56,67,30
8,9,Bristol City,46,17,15,14,56,51,66,30
9,10,Brighton & Hove Albion,46,17,15,14,69,66,66,30
10,11,Swindon Town,46,17,13,16,52,56,64,30
11,12,Hartlepool United,46,15,17,14,54,58,62,30
12,13,Port Vale,46,17,9,20,50,60,60,30
13,14,Tranmere Rovers,46,16,11,19,58,65,59,30
14,15,AFC Bournemouth,46,12,21,13,66,60,57,30
15,16,Luton Town,46,13,14,19,48,64,53,30
16,17,Colchester,46,14,11,21,52,69,53,30
17,18,Barnsley,46,12,16,18,58,58,52,30
18,19,Wrexham,46,11,19,16,62,70,52,30
19,20,Blackpool,46,12,15,19,49,71,51,30
20,21,Oldham Athletic,46,13,11,22,55,81,50,30
21,22,Sheffield Wed.,46,13,9,24,60,74,48,30
22,23,Brentford,46,10,12,24,50,78,42,30
23,24,Peterborough United,46,6,19,21,50,75,37,30
24,25,Stockport County,,,,,,,,30
25,26,Chesterfield,,,,,,,,30
26,27,Grimsby Town,,,,,,,,30
27,28,Rushden,,,,,,,,30
28,29,Notts County,,,,,,,,30
29,30,Wycombe Wanderers,,,,,,,,30
