,rank,team_name,GP,W,D,L,GF,GA,P,team_n
0,1,Preston North End,46,29,12,5,96,38,99,30
1,2,Swindon Town,46,27,10,9,101,44,91,30
2,3,Sheffield United,46,25,14,7,79,40,89,30
3,4,Swindon Town,46,23,10,13,76,57,79,30
4,5,Chesterfield,46,19,14,13,66,53,71,30
5,6,Preston North End,46,19,12,15,68,55,69,30
6,7,Bristol City,46,17,14,15,55,55,65,30
7,8,MK Dons,46,19,6,21,72,66,63,30
8,9,Preston North End,46,18,9,19,53,56,63,30
9,10,Swindon Town,46,17,12,17,49,52,63,30
10,11,Sheffield United,46,17,11,18,62,61,62,30
11,12,Chesterfield,46,16,14,16,65,66,62,30
12,13,Bradford City,46,16,13,17,58,62,61,30
13,14,Rochdale,46,14,17,15,50,54,59,30
14,15,Peterborough United,46,14,15,17,54,67,57,30
15,16,Fleetwood Town,46,14,14,18,62,75,56,30
16,17,Barnsley,46,13,16,17,49,60,55,30
17,18,Gillingham,46,15,9,22,55,65,54,30
18,19,Doncaster Rovers,46,14,10,22,58,77,52,30
19,20,Walsall,46,14,10,22,43,75,52,30
20,21,Oldham Athletic,46,12,14,20,45,63,50,30
21,22,Scunthorpe United,46,13,11,22,53,79,50,30
22,23,Coventry City,46,12,13,21,59,69,49,30
23,24,Port Vale,46,10,10,26,36,75,40,30
24,25,Colchester,,,,,,,,30
25,26,Crewe Alexandra,,,,,,,,30
26,27,Notts County,,,,,,,,30
27,28,Crawley Town,,,,,,,,30
28,29,Leyton Orient,,,,,,,,30
29,30,Yeovil Town,,,,,,,,30
