,rank,team_name,GP,W,D,L,GF,GA,P,team_n
0,1,Swansea City,46,23,13,10,72,43,82,30
1,2,Barnsley,46,22,13,11,58,40,79,30
2,3,Swansea City,46,20,16,10,72,52,76,30
3,4,Brentford,46,19,16,11,72,59,73,30
4,5,Barnsley,46,18,18,10,62,44,72,30
5,6,Huddersfield Town,46,18,17,11,78,55,71,30
6,7,Southend United,46,19,12,15,67,52,69,30
7,8,Colchester,46,20,9,17,55,51,69,30
8,9,Brentford,46,18,11,17,66,62,65,30
9,10,Huddersfield Town,46,18,11,17,58,60,65,30
10,11,Barnsley,46,14,19,13,51,49,61,30
11,12,Swansea City,46,15,15,16,68,73,60,30
12,13,Nottingham Forest,46,16,12,18,49,54,60,30
13,14,Doncaster Rovers,46,16,12,18,50,64,60,30
14,15,Bristol City,46,15,11,20,54,62,56,30
15,16,Oldham Athletic,46,14,14,18,63,73,56,30
16,17,Bradford City,46,12,19,15,49,53,55,30
17,18,Scunthorpe United,46,13,15,18,50,52,54,30
18,19,Port Vale,46,12,17,17,56,64,53,30
19,20,Gillingham,46,12,16,18,52,62,52,30
20,21,Yeovil Town,46,11,17,18,44,59,50,30
21,22,Chesterfield,46,12,14,20,45,66,50,30
22,23,AFC Bournemouth,46,11,15,20,46,65,48,30
23,24,Tranmere Rovers,46,11,14,21,47,70,47,30
24,25,Blackpool,,,,,,,,30
25,26,Rotherham,,,,,,,,30
26,27,Hartlepool United,,,,,,,,30
27,28,MK Dons,,,,,,,,30
28,29,Swindon Town,,,,,,,,30
29,30,Walsall,,,,,,,,30
