,rank,team_name,GP,W,D,L,GF,GA,P,team_n
0,1,Zwolle,34,22,6,6,68,34,72,18
1,2,Sparta Rotterdam,34,19,8,7,59,32,65,18
2,3,FC Eindhoven,34,18,9,7,52,33,63,18
3,4,Helmond Sport,33,17,8,8,61,50,59,18
4,5,Willem II,34,17,7,10,67,41,58,18
5,6,Den Bosch,34,16,9,9,56,32,57,18
6,7,SC Cambuur,34,16,8,10,68,44,56,18
7,8,MVV,34,14,9,11,59,54,51,18
8,9,Go Ahead Eagles,34,14,8,12,65,56,50,18
9,10,FC Dordrecht,34,13,11,10,56,62,50,18
10,11,Fortuna Sittard,34,13,9,12,62,51,48,18
11,12,FC Volendam,33,13,6,14,55,54,45,18
12,13,Almere City FC,34,11,7,16,52,62,40,18
13,14,FC Oss,34,10,5,19,56,76,35,18
14,15,Telstar,34,9,5,20,45,70,32,18
15,16,FC Emmen,34,6,5,23,24,73,23,18
16,17,Veendam,34,4,10,20,42,67,22,18
17,18,AGOVV Apeldoorn,32,5,4,23,35,91,19,18
