,rank,team_name,GP,W,D,L,GF,GA,P,team_n
0,1,FC Twente,38,25,5,8,72,39,80,20
1,2,Sparta Rotterdam,38,19,12,7,78,47,69,20
2,3,PSV B,38,18,9,11,77,59,63,20
3,4,Den Bosch,38,18,9,11,64,49,63,20
4,5,Go Ahead Eagles,38,19,6,13,63,57,63,20
5,6,TOP Oss,37,18,8,11,48,37,62,20
6,7,RKC Waalwijk,38,18,5,15,69,57,59,20
7,8,Almere City FC,37,18,5,14,57,63,59,20
8,9,NEC,38,16,10,12,73,60,58,20
9,10,SC Cambuur,38,16,10,12,61,48,58,20
10,11,Ajax B,38,16,8,14,81,67,56,20
11,12,MVV,38,14,12,12,49,53,54,20
12,13,Roda,38,14,11,13,57,59,53,20
13,14,FC Eindhoven,38,13,9,16,52,48,48,20
14,15,Telstar,38,14,6,18,45,58,48,20
15,16,FC Volendam,38,9,14,15,46,62,41,20
16,17,FC Dordrecht,38,9,9,20,54,84,36,20
17,18,AZ Alkmaar B,38,7,12,19,46,67,33,20
18,19,FC Utrecht B,38,5,8,25,47,90,23,20
19,20,Helmond Sport,38,4,10,24,37,72,22,20
