,rank,team_name,GP,W,D,L,GF,GA,P,team_n
0,1,Excelsior,38,22,9,7,68,25,75,20
1,2,VVV-Venlo,38,20,8,10,53,34,68,20
2,3,FC Volendam,38,19,9,10,59,43,66,20
3,4,Helmond Sport,38,19,7,12,62,55,64,20
4,5,De Graafschap,38,17,11,10,63,51,62,20
5,6,FC Emmen,38,18,6,14,68,56,60,20
6,7,Den Bosch,38,16,11,11,62,51,59,20
7,8,Haarlem,38,17,8,13,57,51,59,20
8,9,FC Dordrecht,38,15,11,12,61,45,56,20
9,10,AGOVV Apeldoorn,38,17,5,16,64,62,56,20
10,11,TOP Oss,38,15,10,13,51,53,55,20
11,12,Zwolle,38,15,9,14,57,52,54,20
12,13,MVV,38,13,12,13,53,52,51,20
13,14,Veendam,38,14,9,15,54,60,51,20
14,15,SC Cambuur,38,12,14,12,48,50,50,20
15,16,Telstar,38,9,13,16,37,53,40,20
16,17,FC Eindhoven,38,11,6,21,53,65,39,20
17,18,Go Ahead Eagles,38,8,11,19,45,70,35,20
18,19,Almere City FC,38,7,8,23,50,87,29,20
19,20,Fortuna Sittard,38,2,11,25,35,85,17,20
