,rank,team_name,GP,W,D,L,GF,GA,P,team_n
0,1,SV Grödig,36,23,6,7,71,30,75,10
1,2,SCR Altach,36,19,8,9,57,39,65,10
2,3,Austria Lustenau,36,18,7,11,60,39,61,10
3,4,SKN St. Pölten,36,14,12,10,65,60,54,10
4,5,Kapfenberger SV,36,14,11,11,56,50,53,10
5,6,SV Horn,36,13,7,16,50,55,46,10
6,7,First Vienna,36,13,7,16,48,64,46,10
7,8,FC Lustenau,36,10,8,18,44,66,38,10
8,9,TSV Hartberg,36,8,9,19,35,54,33,10
9,10,FC Blau-Weiss Linz,36,5,11,20,38,67,26,10
