,rank,team_name,GP,W,D,L,GF,GA,P,team_n
0,1,Admira Wacker,36,23,6,7,85,45,75,10
1,2,SCR Altach,36,22,8,6,76,37,74,10
2,3,Austria Lustenau,36,17,5,14,56,51,56,10
3,4,Wolfsberger AC,36,15,7,14,56,50,52,10
4,5,SKN St. Pölten,36,13,12,11,55,55,51,10
5,6,SV Grödig,36,12,10,14,51,60,46,10
6,7,FC Lustenau,36,11,9,16,51,60,42,10
7,8,TSV Hartberg,36,10,9,17,44,60,39,10
8,9,First Vienna,36,9,7,20,47,67,34,10
9,10,FC Gratkorn,36,9,5,22,47,83,32,10
