,rank,team_name,GP,W,D,L,GF,GA,P,team_n
0,1,LASK Linz,36,23,8,5,77,42,77,10
1,2,Austria Lustenau,36,15,12,9,58,49,57,10
2,3,Liefering,35,16,9,10,56,48,57,10
3,4,Wacker Innsbruck,36,15,9,12,58,53,54,10
4,5,WSG Tirol,36,13,12,11,56,54,51,10
5,6,Kapfenberger SV,36,12,9,15,47,57,45,10
6,7,FC Blau-Weiss Linz,36,8,15,13,41,45,39,10
7,8,SC Wiener Neustadt,35,11,6,18,39,60,39,10
8,9,Floridsdorfer AC,36,10,8,18,39,48,38,10
9,10,SV Horn,36,9,6,21,42,57,33,10
