,rank,team_name,GP,W,D,L,GF,GA,P,team_n
0,1,Empoli,42,25,10,7,78,40,85,28
1,2,Livorno,42,23,13,6,67,32,82,28
2,3,Brescia,42,23,11,8,77,47,80,28
3,4,Livorno,42,20,13,9,69,51,73,28
4,5,Novara,42,19,10,13,73,46,64,28
5,6,Empoli,42,15,17,10,58,50,62,28
6,7,Sassuolo,42,16,13,13,55,53,60,28
7,8,Hellas Verona,42,15,12,15,52,51,55,28
8,9,Livorno,42,12,17,13,37,38,53,28
9,10,Empoli,42,16,12,14,55,47,53,28
10,11,Novara,42,12,17,13,47,51,53,28
11,12,Brescia,42,14,13,15,45,56,53,28
12,13,Varese,42,12,15,15,52,58,51,28
13,14,Modena,42,12,14,16,46,59,50,28
14,15,Ternana,42,12,14,16,48,61,50,28
15,16,AS Bari,42,12,14,16,54,65,50,28
16,17,Padova,42,12,15,15,42,51,49,28
17,18,Crotone,42,9,21,12,50,60,48,28
18,19,Spezia,42,10,12,20,41,58,42,28
19,20,AC Cesena,42,11,9,22,48,67,41,28
20,21,Cittadella,42,8,9,25,37,67,33,28
21,22,Juve Stabia,42,7,13,22,44,67,28,28
22,23,Reggina,,,,,,,,28
23,24,Virtus Lanciano,,,,,,,,28
24,25,Vicenza Calcio,,,,,,,,28
25,26,Ascoli,,,,,,,,28
26,27,Pro Vercelli,,,,,,,,28
27,28,Grosseto,,,,,,,,28
