,rank,team_name,GP,W,D,L,GF,GA,P,team_n
0,1,Palermo,42,24,13,5,88,49,85,34
1,2,Frosinone,42,21,9,12,57,37,72,34
2,3,Cittadella,42,19,15,8,65,47,72,34
3,4,Frosinone,42,18,17,7,59,39,71,34
4,5,Venezia,42,17,16,9,56,42,67,34
5,6,Palermo,42,18,13,11,59,48,67,34
6,7,Cittadella,42,18,12,12,61,48,66,34
7,8,FC Bari 1908,42,16,12,14,67,58,60,34
8,9,Venezia,42,16,10,16,66,68,58,34
9,10,Perugia,42,13,14,15,46,45,53,34
10,11,Virtus Entella,42,12,16,14,32,46,52,34
11,12,Ascoli,42,11,18,13,51,58,51,34
12,13,Empoli,42,11,17,14,55,61,50,34
13,14,Parma,42,9,21,12,48,47,48,34
14,15,Frosinone,42,11,15,16,49,60,48,34
15,16,Palermo,42,11,15,16,41,52,48,34
16,17,Venezia,42,11,15,16,50,64,48,34
17,18,FC Bari 1908,42,11,13,18,40,60,46,34
18,19,Cittadella,42,10,14,18,41,54,44,34
19,20,Perugia,42,10,14,18,42,52,44,34
20,21,Foggia Calcio,42,9,13,20,47,70,40,34
21,22,Spezia,42,7,16,19,62,77,37,34
22,23,Carpi,,,,,,,,34
23,24,Salernitana,,,,,,,,34
24,25,AC Cesena,,,,,,,,34
25,26,Cremonese,,,,,,,,34
26,27,Avellino,,,,,,,,34
27,28,Brescia,,,,,,,,34
28,29,Pescara,,,,,,,,34
29,30,Ascoli,,,,,,,,34
30,31,Virtus Entella,,,,,,,,34
31,32,Novara,,,,,,,,34
32,33,Pro Vercelli,,,,,,,,34
33,34,Ternana,,,,,,,,34
