,rank,team_name,GP,W,D,L,GF,GA,P,team_n
0,1,Atalanta ,42,24,9,9,61,39,81,30
1,2,Catania ,42,22,12,8,67,42,78,30
2,3,Torino ,42,21,13,8,51,31,76,30
3,4,Mantova ,42,18,15,9,46,35,69,30
4,5,Modena,42,17,16,9,59,41,67,30
5,6,Calcio Arezzo ,42,17,15,10,45,34,66,30
6,7,AC Cesena,42,18,12,12,66,54,66,30
7,8,Bologna ,42,16,16,10,55,42,64,30
8,9,Crotone ,42,18,9,15,56,48,63,30
9,10,Brescia ,42,15,15,12,54,44,60,30
10,11,Pescara ,42,14,12,16,41,50,54,30
11,12,Piacenza ,42,13,15,14,56,52,54,30
12,13,Triestina ,42,12,15,15,44,51,51,30
13,14,AS Bari ,42,11,18,13,43,47,51,30
14,15,Vicenza Calcio ,42,13,10,19,38,49,49,30
15,16,Hellas Verona ,42,10,19,13,42,41,49,30
16,17,Rimini ,42,11,15,16,42,49,48,30
17,18,AlbinoLeffe ,42,10,16,16,38,52,46,30
18,19,Avellino ,42,11,13,18,42,62,46,30
19,20,Ternana ,42,7,18,17,36,58,39,30
20,21,Cremonese ,42,6,12,24,36,60,30,30
21,22,Catanzaro ,42,7,7,28,26,63,28,30
22,23,Mantova,,,,,,,,30
23,24,Torino,,,,,,,,30
24,25,Modena,,,,,,,,30
25,26,Mantova,,,,,,,,30
26,27,AC Cesena,,,,,,,,30
27,28,Torino,,,,,,,,30
28,29,Avellino,,,,,,,,30
29,30,AlbinoLeffe,,,,,,,,30
