,rank,team_name,GP,W,D,L,GF,GA,P,team_n
0,1,Pescara,42,22,14,6,59,28,80,36
1,2,Bologna,42,20,11,11,62,49,71,36
2,3,Pescara,42,18,14,10,44,37,68,36
3,4,Vicenza Calcio,42,17,17,8,49,35,68,36
4,5,Avellino,42,18,13,11,59,40,67,36
5,6,Bologna,42,16,18,8,49,40,66,36
6,7,Perugia,42,16,13,13,69,55,61,36
7,8,Pescara,42,15,14,13,42,42,59,36
8,9,Spezia,42,15,14,13,57,50,59,36
9,10,Avellino,42,14,12,16,43,49,54,36
10,11,Virtus Entella,42,13,14,15,56,67,53,36
11,12,Modena,42,13,12,17,36,47,51,36
12,13,Modena,42,11,17,14,38,41,50,36
13,14,Virtus Entella,42,10,20,12,49,48,50,36
14,15,Carpi,42,12,13,17,59,60,49,36
15,16,Frosinone,42,12,13,17,46,57,49,36
16,17,Vicenza Calcio,42,12,12,18,42,52,48,36
17,18,Bologna,42,10,17,15,37,39,47,36
18,19,Spezia,42,10,17,15,37,52,47,36
19,20,Perugia,42,9,17,16,47,56,44,36
20,21,Pescara,42,12,12,18,54,63,42,36
21,22,Avellino,42,9,12,21,40,67,35,36
22,23,Livorno,,,,,,,,36
23,24,FC Bari 1908,,,,,,,,36
24,25,Trapani,,,,,,,,36
25,26,Ternana,,,,,,,,36
26,27,Latina,,,,,,,,36
27,28,Virtus Lanciano,,,,,,,,36
28,29,Catania,,,,,,,,36
29,30,Pro Vercelli,,,,,,,,36
30,31,Crotone,,,,,,,,36
31,32,Modena,,,,,,,,36
32,33,Virtus Entella,,,,,,,,36
33,34,Cittadella,,,,,,,,36
34,35,Brescia,,,,,,,,36
35,36,Varese,,,,,,,,36
