,rank,team_name,GP,W,D,L,GF,GA,P,team_n
0,1,Pescara,42,25,8,9,78,41,83,34
1,2,Trapani,42,23,13,6,61,36,82,34
2,3,Spezia,42,20,13,9,64,49,73,34
3,4,Trapani,42,21,9,12,69,52,72,34
4,5,Novara,42,19,11,12,58,48,68,34
5,6,Pescara,42,19,11,12,57,37,68,34
6,7,AC Cesena,42,17,15,10,47,45,66,34
7,8,Spezia,42,19,10,13,57,35,65,34
8,9,FC Bari 1908,42,17,13,12,51,40,64,34
9,10,Novara,42,14,13,15,40,40,55,34
10,11,Virtus Lanciano,42,14,12,16,55,64,54,34
11,12,Salernitana,42,15,8,19,50,56,53,34
12,13,Cagliari,42,11,16,15,41,53,49,34
13,14,Crotone,42,13,10,19,52,66,49,34
14,15,Trapani,42,13,8,21,45,64,47,34
15,16,Pescara,42,10,16,16,44,51,46,34
16,17,FC Bari 1908,42,11,13,18,43,53,46,34
17,18,AC Cesena,42,9,18,15,48,62,45,34
18,19,Spezia,42,12,12,18,43,56,44,34
19,20,Novara,42,10,12,20,45,57,42,34
20,21,Virtus Entella,42,11,9,22,37,55,42,34
21,22,Perugia,42,5,18,19,39,64,33,34
22,23,Brescia,,,,,,,,34
23,24,Ternana,,,,,,,,34
24,25,Vicenza Calcio,,,,,,,,34
25,26,Avellino,,,,,,,,34
26,27,Ascoli,,,,,,,,34
27,28,Latina,,,,,,,,34
28,29,Pro Vercelli,,,,,,,,34
29,30,Salernitana,,,,,,,,34
30,31,Virtus Lanciano,,,,,,,,34
31,32,Livorno,,,,,,,,34
32,33,Modena,,,,,,,,34
33,34,Como,,,,,,,,34
