,rank,team_name,GP,W,D,L,GF,GA,P,team_n
0,1,AC Cesena,42,25,11,6,62,28,86,34
1,2,Latina,42,20,12,10,59,35,72,34
2,3,AS Bari,42,18,14,10,44,36,68,34
3,4,Latina,42,17,15,10,45,35,65,34
4,5,Modena,42,16,16,10,65,43,64,34
5,6,AC Cesena,42,19,10,13,52,43,64,34
6,7,Crotone,42,17,12,13,56,52,63,34
7,8,AS Bari,42,16,14,12,46,48,62,34
8,9,Modena,42,18,15,9,57,41,61,34
9,10,Spezia,42,15,15,12,44,45,60,34
10,11,Novara,42,15,14,13,48,45,59,34
11,12,Varese,42,16,11,15,50,49,59,34
12,13,Palermo,42,15,14,13,56,53,59,34
13,14,Empoli,42,14,15,13,58,54,57,34
14,15,Latina,42,13,13,16,50,53,52,34
15,16,AC Cesena,42,12,15,15,54,56,51,34
16,17,Modena,42,11,14,17,42,49,47,34
17,18,AS Bari,42,12,11,19,51,63,47,34
18,19,Crotone,42,10,14,18,40,58,44,34
19,20,Spezia,42,10,11,21,45,63,41,34
20,21,AC Siena,42,6,11,25,38,70,29,34
21,22,Virtus Lanciano,42,2,13,27,37,80,19,34
22,23,Avellino,,,,,,,,34
23,24,Carpi,,,,,,,,34
24,25,Brescia,,,,,,,,34
25,26,Trapani,,,,,,,,34
26,27,Pescara,,,,,,,,34
27,28,Ternana,,,,,,,,34
28,29,Cittadella,,,,,,,,34
29,30,Varese,,,,,,,,34
30,31,Novara,,,,,,,,34
31,32,Padova,,,,,,,,34
32,33,Reggina,,,,,,,,34
33,34,Juve Stabia,,,,,,,,34
