,rank,team_name,GP,W,D,L,GF,GA,P,team_n
0,1,AlbinoLeffe,42,24,13,5,77,43,85,28
1,2,Lecce,42,24,12,6,58,29,84,28
2,3,Pisa,42,23,14,5,70,29,83,28
3,4,Lecce,42,23,9,10,67,48,78,28
4,5,Brescia,42,20,12,10,59,40,72,28
5,6,AlbinoLeffe,42,19,14,9,61,44,71,28
6,7,Chievo ,42,20,9,13,68,46,69,28
7,8,Bologna ,42,16,14,12,64,49,62,28
8,9,Lecce ,42,16,12,14,56,49,60,28
9,10,AlbinoLeffe ,42,15,11,16,63,67,56,28
10,11,Brescia ,42,13,16,13,50,55,55,28
11,12,Pisa ,42,13,12,17,55,67,51,28
12,13,Rimini ,42,10,19,13,47,54,49,28
13,14,Ascoli ,42,13,10,19,38,62,49,28
14,15,Mantova ,42,13,8,21,43,59,47,28
15,16,Frosinone ,42,10,16,16,57,65,46,28
16,17,AS Bari ,42,10,15,17,43,60,45,28
17,18,Triestina ,42,11,12,19,41,52,45,28
18,19,Grosseto ,42,8,12,22,42,64,36,28
19,20,F.C. Messina Peloro ,42,8,11,23,48,75,35,28
20,21,Piacenza ,42,6,16,20,45,66,34,28
21,22,Modena,42,5,17,20,37,66,32,28
22,23,Vicenza Calcio ,,,,,,,,28
23,24,Treviso ,,,,,,,,28
24,25,Avellino ,,,,,,,,28
25,26,Ravenna ,,,,,,,,28
26,27,Spezia ,,,,,,,,28
27,28,AC Cesena,,,,,,,,28
