,rank,team_name,GP,W,D,L,GF,GA,P,team_n
0,1,Vicenza Calcio,38,20,7,11,69,45,67,20
1,2,Atalanta,38,17,12,9,51,34,63,20
2,3,Brescia,38,16,15,7,54,38,63,20
3,4,Napoli,38,17,12,9,55,44,63,20
4,5,Sampdoria,38,17,11,10,45,40,62,20
5,6,Genoa,38,16,9,13,51,42,57,20
6,7,Salernitana,38,14,10,14,55,61,52,20
7,8,Treviso,38,13,12,13,56,48,51,20
8,9,Empoli,38,13,12,13,42,52,51,20
9,10,Ternana,38,11,16,11,45,47,49,20
10,11,US Pistoiese,38,13,10,15,39,43,49,20
11,12,Ravenna,38,11,15,12,41,39,48,20
12,13,Cosenza Calcio,38,11,15,12,36,41,48,20
13,14,Pescara,38,10,17,11,62,55,47,20
14,15,Monza,38,9,20,9,45,46,47,20
15,16,Chievo,38,11,14,13,48,53,47,20
16,17,AC Cesena,38,8,21,9,47,45,45,20
17,18,AlzanoCene,38,10,12,16,39,51,42,20
18,19,Savoia,38,6,11,21,36,62,29,20
19,20,Fermana Calcio,38,6,11,21,36,66,29,20
