,rank,team_name,GP,W,D,L,GF,GA,P,team_n
0,1,Kaiserslautern,34,19,10,5,56,28,67,18
1,2,FC St. Pauli,34,20,4,10,72,37,64,18
2,3,FC Augsburg,34,17,11,6,60,40,62,18
3,4,Fortuna Düsseldorf,34,17,8,9,48,31,59,18
4,5,SC Paderborn 07,34,14,9,11,49,49,51,18
5,6,MSV Duisburg,34,14,8,12,51,46,50,18
6,7,Arminia Bielefeld,34,16,5,13,48,41,49,18
7,8,TSV 1860 München,34,14,6,14,43,45,48,18
8,9,Energie Cottbus,34,13,8,13,55,49,47,18
9,10,Karlsruher SC,34,13,7,14,43,45,46,18
10,11,SpVgg Greuther Fürth,34,12,8,14,51,50,44,18
11,12,1. FC Union Berlin,34,11,11,12,42,45,44,18
12,13,Alemannia Aachen,34,11,10,13,37,41,43,18
13,14,RW Oberhausen,34,12,5,17,38,52,41,18
14,15,FSV Frankfurt,34,9,11,14,29,50,38,18
15,16,Hansa Rostock,34,10,6,18,33,45,36,18
16,17,TuS Koblenz,34,7,10,17,35,60,31,18
17,18,RW Ahlen,34,5,7,22,19,55,22,18
