,rank,team_name,GP,W,D,L,GF,GA,P,team_n
0,1,FC Nürnberg,34,18,7,9,68,45,61,18
1,2,Arminia Bielefeld,34,16,8,10,50,37,56,18
2,3,Mainz,34,13,15,6,49,34,54,18
3,4,Energie Cottbus,34,15,9,10,52,44,54,18
4,5,RW Oberhausen,34,15,8,11,52,48,53,18
5,6,Alemannia Aachen,34,15,8,11,51,51,53,18
6,7,MSV Duisburg,34,13,9,12,52,46,48,18
7,8,Erzgebirge Aue,34,12,12,10,47,45,48,18
8,9,SpVgg Greuther Fürth,34,11,12,11,58,51,45,18
9,10,Wacker Burghausen,34,12,9,13,40,39,45,18
10,11,SV Eintracht Trier 05,34,12,9,13,46,51,45,18
11,12,LR Ahlen,34,12,8,14,36,45,44,18
12,13,SpVgg Unterhaching,34,11,10,13,41,46,43,18
13,14,Karlsruher SC,34,11,10,13,38,44,43,18
14,15,VfB Lübeck,34,9,12,13,47,57,39,18
15,16,Jahn Regensburg,34,9,12,13,37,51,39,18
16,17,1. FC Union Berlin,34,8,9,17,43,53,33,18
17,18,VfL Osnabrück,34,7,7,20,35,55,28,18
