,rank,team_name,GP,W,D,L,GF,GA,P,team_n
0,1,FC Köln,34,19,6,9,84,47,63,18
1,2,SC Paderborn 07,34,16,9,9,76,50,57,18
2,3,1. FC Union Berlin,34,14,15,5,54,33,57,18
3,4,Hamburger SV,34,16,8,10,45,42,56,18
4,5,1. FC Heidenheim 1846,34,15,10,9,55,45,55,18
5,6,Holstein Kiel,34,13,10,11,60,51,49,18
6,7,Arminia Bielefeld,34,13,10,11,52,50,49,18
7,8,Jahn Regensburg,34,12,13,9,55,54,49,18
8,9,FC St. Pauli,34,14,7,13,46,53,49,18
9,10,Darmstadt 98,34,13,7,14,45,53,46,18
10,11,VfL Bochum,34,11,11,12,49,50,44,18
11,12,Dynamo Dresden,34,11,9,14,41,48,42,18
12,13,SpVgg Greuther Fürth,34,10,12,12,37,56,42,18
13,14,Erzgebirge Aue,34,11,7,16,43,47,40,18
14,15,SV Sandhausen,34,9,11,14,45,52,38,18
15,16,FC Ingolstadt 04,34,9,8,17,43,55,35,18
16,17,1. FC Magdeburg,34,6,13,15,35,53,31,18
17,18,MSV Duisburg,34,6,10,18,39,65,28,18
