,rank,team_name,GP,W,D,L,GF,GA,P,team_n
0,1,VfL Bochum,34,19,9,6,55,26,66,18
1,2,Alemannia Aachen,34,20,5,9,61,36,65,18
2,3,Energie Cottbus,34,16,10,8,49,33,58,18
3,4,SC Freiburg,34,16,8,10,41,33,56,18
4,5,SpVgg Greuther Fürth,34,15,9,10,51,42,54,18
5,6,Karlsruher SC,34,15,8,11,55,45,53,18
6,7,Erzgebirge Aue,34,13,9,12,38,36,48,18
7,8,Wacker Burghausen,34,12,11,11,45,49,47,18
8,9,SC Paderborn 07,34,13,7,14,46,40,46,18
9,10,Hansa Rostock,34,13,4,17,44,49,43,18
10,11,Kickers Offenbach,34,12,7,15,42,53,43,18
11,12,Eintracht Braunschweig,34,13,4,17,37,48,43,18
12,13,TSV 1860 München,34,11,9,14,41,44,42,18
13,14,SpVgg Unterhaching,34,12,6,16,42,48,42,18
14,15,Dynamo Dresden,34,11,8,15,39,45,41,18
15,16,1. FC Saarbrücken,34,11,5,18,37,63,38,18
16,17,LR Ahlen,34,9,8,17,36,50,35,18
17,18,SF Siegen,34,8,7,19,35,54,31,18
