,rank,team_name,GP,W,D,L,GF,GA,P,team_n
0,1,Juventus,38,28,6,4,70,30,90,20
1,2,Napoli,38,24,7,7,74,36,79,20
2,3,Atalanta,38,20,9,9,77,46,69,20
3,4,Internazionale,38,20,9,9,57,33,69,20
4,5,Milan,38,19,11,8,55,36,68,20
5,6,Roma,38,18,12,8,66,48,66,20
6,7,Torino,38,16,15,7,52,37,63,20
7,8,Lazio,38,17,8,13,56,46,59,20
8,9,Sampdoria,38,15,8,15,60,51,53,20
9,10,Bologna,38,11,11,16,48,56,44,20
10,11,Sassuolo,38,9,16,13,53,60,43,20
11,12,Udinese,38,11,10,17,39,53,43,20
12,13,SPAL 2013,38,11,9,18,44,56,42,20
13,14,Parma,38,10,11,17,41,61,41,20
14,15,Cagliari,38,10,11,17,36,54,41,20
15,16,Fiorentina,38,8,17,13,47,45,41,20
16,17,Genoa,38,8,14,16,39,57,38,20
17,18,Empoli,38,10,8,20,51,70,38,20
18,19,Frosinone,38,5,10,23,29,69,25,20
19,20,Chievo,38,2,14,22,25,75,17,20
