,rank,team_name,GP,W,D,L,GF,GA,P,team_n
0,1,Juventus,38,33,3,2,80,23,102,20
1,2,Roma,38,26,7,5,72,25,85,20
2,3,Napoli,38,23,9,6,77,39,78,20
3,4,Fiorentina,38,19,8,11,65,44,65,20
4,5,Internazionale,38,15,15,8,62,39,60,20
5,6,Parma,38,15,13,10,58,46,58,20
6,7,Torino,38,15,12,11,58,48,57,20
7,8,Milan,38,16,9,13,57,49,57,20
8,9,Lazio,38,15,11,12,54,54,56,20
9,10,Hellas Verona,38,16,6,16,62,68,54,20
10,11,Atalanta,38,15,5,18,43,51,50,20
11,12,Sampdoria,38,12,9,17,48,62,45,20
12,13,Udinese,38,12,8,18,46,57,44,20
13,14,Genoa,38,11,11,16,41,50,44,20
14,15,Cagliari,38,9,12,17,34,53,39,20
15,16,Chievo,38,10,6,22,34,54,36,20
16,17,Sassuolo,38,9,7,22,43,72,34,20
17,18,Catania,38,8,8,22,34,66,32,20
18,19,Bologna,38,5,14,19,28,58,29,20
19,20,Livorno,38,6,7,25,39,77,25,20
