,rank,team_name,GP,W,D,L,GF,GA,P,team_n
0,1,SV Mattersburg,36,21,8,7,69,36,71,10
1,2,Liefering,36,20,5,11,70,55,65,10
2,3,LASK Linz,36,15,11,10,45,36,56,10
3,4,Kapfenberger SV,36,12,13,11,52,45,49,10
4,5,SKN St. Pölten,36,13,10,13,39,41,49,10
5,6,Wacker Innsbruck,36,11,10,15,32,43,43,10
6,7,Austria Lustenau,36,11,9,16,49,56,42,10
7,8,Floridsdorfer AC,36,9,14,13,40,49,41,10
8,9,SV Horn,36,10,8,18,34,50,38,10
9,10,TSV Hartberg,36,10,8,18,46,65,38,10
