,rank,team_name,GP,W,D,L,GF,GA,P,team_n
0,1,SCR Altach,36,21,10,5,79,41,73,10
1,2,Austria Lustenau,36,16,11,9,57,36,59,10
2,3,Liefering,36,16,9,11,72,48,57,10
3,4,SKN St. Pölten,36,15,8,13,52,48,53,10
4,5,Kapfenberger SV,36,16,4,16,54,48,52,10
5,6,SV Mattersburg,36,11,11,14,53,67,44,10
6,7,SV Horn,36,12,8,16,52,69,44,10
7,8,TSV Hartberg,36,11,11,14,41,60,44,10
8,9,SC-ESV Parndorf,36,11,6,19,41,59,39,10
9,10,First Vienna,36,9,6,21,36,61,33,10
