,rank,team_name,GP,W,D,L,GF,GA,P,team_n
0,1,Blackpool,46,27,8,11,69,41,89,30
1,2,West Ham,46,26,10,10,85,46,88,30
2,3,Cardiff City,46,24,14,8,81,48,86,30
3,4,West Ham,46,20,16,10,78,51,76,30
4,5,Blackpool,46,20,15,11,79,59,75,30
5,6,Birmingham City,46,19,18,9,66,53,75,30
6,7,Reading,46,18,16,12,52,51,70,30
7,8,Southampton,46,19,11,16,47,44,68,30
8,9,West Ham,46,18,12,16,66,55,66,30
9,10,Birmingham City,46,17,15,14,52,52,66,30
10,11,Blackpool,46,16,16,14,56,64,64,30
11,12,Cardiff City,46,18,10,18,50,58,64,30
12,13,Middlesbrough,46,17,11,18,61,58,62,30
13,14,Hull City,46,17,10,19,65,68,61,30
14,15,Leicester City,46,17,10,19,69,77,61,30
15,16,Brighton & Hove Albion,46,15,12,19,55,57,57,30
16,17,Watford,46,13,17,16,46,51,56,30
17,18,Derby County,46,13,11,22,67,77,50,30
18,19,Burnley,46,14,8,24,48,63,50,30
19,20,Leeds United,46,12,13,21,44,68,49,30
20,21,Ipswich Town,46,13,9,24,49,74,48,30
21,22,Millwall,46,13,11,22,50,59,40,30
22,23,Crystal Palace,46,9,13,24,41,65,40,30
23,24,Peterborough United,46,8,12,26,43,80,36,30
24,25,Nottingham Forest,,,,,,,,30
25,26,Bristol City,,,,,,,,30
26,27,Barnsley,,,,,,,,30
27,28,Portsmouth,,,,,,,,30
28,29,Coventry City,,,,,,,,30
29,30,Doncaster Rovers,,,,,,,,30
