,rank,team_name,GP,W,D,L,GF,GA,P,team_n
0,1,Birmingham City,46,31,6,9,108,52,99,30
1,2,Norwich City,46,27,8,11,61,29,89,30
2,3,Birmingham City,46,25,11,10,76,43,86,30
3,4,Millwall,46,22,11,13,69,48,77,30
4,5,Norwich City,46,21,13,12,70,49,76,30
5,6,Wolverhampton,46,22,9,15,60,51,75,30
6,7,Manchester City,46,21,12,13,70,62,75,30
7,8,West Bromwich,46,20,12,14,71,59,72,30
8,9,Wolverhampton,46,18,13,15,63,57,67,30
9,10,Millwall,46,20,6,20,70,62,66,30
10,11,Birmingham City,46,20,6,20,59,53,66,30
11,12,Norwich City,46,18,10,18,64,67,64,30
12,13,Burnley,46,15,15,16,53,54,60,30
13,14,Preston North End,46,16,11,19,62,56,59,30
14,15,Wimbledon,46,15,10,21,69,76,55,30
15,16,Crystal Palace,46,12,18,16,50,51,54,30
16,17,Coventry City,46,13,14,19,60,72,53,30
17,18,Gillingham,46,13,12,21,51,71,51,30
18,19,Sheffield United,46,12,14,20,50,72,50,30
19,20,Watford,46,12,14,20,49,71,50,30
20,21,Bradford City,46,10,19,17,52,66,49,30
21,22,Nottingham Forest,46,12,13,21,47,76,49,30
22,23,Portsmouth,46,11,15,20,59,86,48,30
23,24,Walsall,46,6,8,32,42,102,26,30
24,25,Grimsby Town,,,,,,,,30
25,26,Sheffield Wed.,,,,,,,,30
26,27,Rotherham,,,,,,,,30
27,28,Crewe Alexandra,,,,,,,,30
28,29,Barnsley,,,,,,,,30
29,30,Stockport County,,,,,,,,30
