,rank,team_name,GP,W,D,L,GF,GA,P,team_n
0,1,Derby County,46,31,9,6,83,43,102,30
1,2,QPR,46,26,15,5,72,37,93,30
2,3,Brighton & Hove Albion,46,25,10,11,84,52,85,30
3,4,Derby County,46,23,11,12,60,44,80,30
4,5,Wigan Athletic,46,21,10,15,61,48,73,30
5,6,QPR,46,19,15,12,55,40,72,30
6,7,Leicester City,46,19,14,13,70,56,71,30
7,8,Burnley,46,18,16,12,70,62,70,30
8,9,Derby County,46,18,14,14,60,54,68,30
9,10,QPR,46,18,12,16,67,66,66,30
10,11,Wigan Athletic,46,16,17,13,67,64,65,30
11,12,Brighton & Hove Albion,46,16,16,14,62,50,64,30
12,13,Reading,46,15,15,16,74,64,60,30
13,14,Blackburn Rovers,46,14,17,15,59,60,59,30
14,15,Ipswich Town,46,16,9,21,59,67,57,30
15,16,AFC Bournemouth,46,13,14,19,63,65,53,30
16,17,Nottingham Forest,46,14,11,21,58,65,53,30
17,18,Middlesbrough,46,13,12,21,41,61,51,30
18,19,Watford,46,11,15,20,46,74,48,30
19,20,Bolton Wanderers,46,11,13,22,38,66,46,30
20,21,Leeds United,46,11,11,24,58,74,44,30
21,22,Sheffield Wed.,46,11,11,24,39,70,44,30
22,23,Huddersfield Town,46,9,12,25,44,77,39,30
23,24,Charlton Athletic,46,8,13,25,44,75,37,30
24,25,Millwall,,,,,,,,30
25,26,Blackpool,,,,,,,,30
26,27,Birmingham City,,,,,,,,30
27,28,Doncaster Rovers,,,,,,,,30
28,29,Barnsley,,,,,,,,30
29,30,Yeovil Town,,,,,,,,30
