,rank,team_name,GP,W,D,L,GF,GA,P,team_n
0,1,Portuguesa,38,23,12,3,82,38,81,20
1,2,Náutico,38,17,13,8,51,41,64,20
2,3,Ponte Preta,38,17,12,9,63,45,63,20
3,4,Sport,38,17,10,11,62,44,61,20
4,5,Vitória,38,17,9,12,61,48,60,20
5,6,Bragantino,38,16,10,12,65,53,58,20
6,7,Ituiutaba,38,16,9,13,44,40,57,20
7,8,Guaratinguetá,38,15,11,12,40,45,56,20
8,9,Grêmio Barueri,38,15,8,15,48,53,53,20
9,10,ABC,38,13,14,11,52,53,53,20
10,11,Goiás,38,16,4,18,51,57,52,20
11,12,Guarani,38,15,7,16,51,48,52,20
12,13,Paraná,38,14,10,14,48,44,52,20
13,14,Criciúma,38,13,12,13,43,43,51,20
14,15,São Caetano,38,12,15,11,57,51,51,20
15,16,ASA,38,13,9,16,44,54,48,20
16,17,Icasa,38,11,14,13,52,55,47,20
17,18,Vila Nova,38,7,11,20,34,53,32,20
18,19,Salgueiro,38,8,5,25,32,63,29,20
19,20,Duque de Caxias,38,2,11,25,32,84,17,20
