,rank,team_name,GP,W,D,L,GF,GA,P,team_n
0,1,Vasco,38,22,10,6,58,29,76,20
1,2,Guarani,38,21,6,11,55,51,69,20
2,3,Ceará,38,19,11,8,54,34,68,20
3,4,Atlético Goianiense,38,20,5,13,73,53,65,20
4,5,Portuguesa,38,18,8,12,53,45,62,20
5,6,Figueirense,38,19,3,16,64,51,60,20
6,7,São Caetano,38,15,9,14,52,38,54,20
7,8,Duque de Caxias,38,15,9,14,55,55,54,20
8,9,Bragantino,38,15,8,15,52,51,53,20
9,10,Paraná,38,14,11,13,51,56,53,20
10,11,Ponte Preta,38,14,10,14,62,55,52,20
11,12,Bahia,38,14,9,15,52,53,51,20
12,13,Vila Nova,38,14,7,17,42,59,49,20
13,14,Brasiliense,38,14,6,18,45,56,48,20
14,15,Ipatinga,38,12,12,14,43,50,48,20
15,16,América-RN,38,13,7,18,49,61,46,20
16,17,Juventude,38,12,8,18,46,50,44,20
17,18,Fortaleza,38,10,8,20,56,64,38,20
18,19,Campinense,38,11,4,23,54,79,37,20
19,20,ABC,38,10,5,23,40,66,35,20
