,rank,team_name,GP,W,D,L,GF,GA,P,team_n
0,1,Yeovil Town ,46.0,25.0,8.0,13.0,90.0,65.0,83.0,24
1,2,Scunthorpe United ,46.0,22.0,14.0,10.0,69.0,42.0,80.0,24
2,3,Swansea City ,46.0,24.0,8.0,14.0,62.0,43.0,80.0,24
3,4,Southend United ,46.0,22.0,12.0,12.0,65.0,46.0,78.0,24
4,5,Macclesfield Town ,46.0,22.0,9.0,15.0,60.0,49.0,75.0,24
5,6,Lincoln City ,46.0,20.0,12.0,14.0,64.0,47.0,72.0,24
6,7,Northampton Town ,46.0,20.0,12.0,14.0,62.0,51.0,72.0,24
7,8,Darlington ,46.0,20.0,12.0,14.0,57.0,49.0,72.0,24
8,9,Rochdale ,46.0,16.0,18.0,12.0,54.0,48.0,66.0,24
9,10,Wycombe Wanderers ,46.0,17.0,14.0,15.0,58.0,52.0,65.0,24
10,11,Leyton Orient ,46.0,16.0,15.0,15.0,65.0,67.0,63.0,24
11,12,Bristol Rovers ,46.0,13.0,21.0,12.0,60.0,57.0,60.0,24
12,13,Mansfield Town ,46.0,15.0,15.0,16.0,56.0,56.0,60.0,24
13,14,Cheltenham Town ,46.0,16.0,12.0,18.0,51.0,54.0,60.0,24
14,15,Oxford United ,46.0,16.0,11.0,19.0,50.0,63.0,59.0,24
15,16,Boston United ,46.0,14.0,16.0,16.0,62.0,58.0,58.0,24
16,17,Bury ,46.0,14.0,16.0,16.0,54.0,54.0,58.0,24
17,18,Grimsby Town ,46.0,14.0,16.0,16.0,51.0,52.0,58.0,24
18,19,Notts County ,46.0,13.0,13.0,20.0,46.0,62.0,52.0,24
19,20,Chester City ,46.0,12.0,16.0,18.0,43.0,69.0,52.0,24
20,21,Shrewsbury Town ,46.0,11.0,16.0,19.0,48.0,53.0,49.0,24
21,22,Rushden ,46.0,10.0,14.0,22.0,42.0,63.0,44.0,24
22,23,Cambridge United ,46.0,8.0,16.0,22.0,39.0,62.0,40.0,24
23,24,Kidderminster ,46.0,10.0,8.0,28.0,39.0,85.0,38.0,24
