,rank,team_name,GP,W,D,L,GF,GA,P,team_n
0,1,Rushden,46.0,24.0,15.0,7.0,73.0,47.0,87.0,24
1,2,Hartlepool United,46.0,24.0,13.0,9.0,71.0,51.0,85.0,24
2,3,Wrexham,46.0,23.0,15.0,8.0,84.0,50.0,84.0,24
3,4,AFC Bournemouth,46.0,20.0,14.0,12.0,60.0,48.0,74.0,24
4,5,Scunthorpe United,46.0,19.0,15.0,12.0,68.0,49.0,72.0,24
5,6,Lincoln City,46.0,18.0,16.0,12.0,46.0,37.0,70.0,24
6,7,Bury,46.0,18.0,16.0,12.0,57.0,56.0,70.0,24
7,8,Oxford United,46.0,19.0,12.0,15.0,57.0,47.0,69.0,24
8,9,Torquay United,46.0,16.0,18.0,12.0,71.0,71.0,66.0,24
9,10,York City,46.0,17.0,15.0,14.0,52.0,53.0,66.0,24
10,11,Kidderminster,46.0,16.0,15.0,15.0,62.0,63.0,63.0,24
11,12,Cambridge United,46.0,16.0,13.0,17.0,67.0,70.0,61.0,24
12,13,Hull City,46.0,14.0,17.0,15.0,58.0,53.0,59.0,24
13,14,Boston United,46.0,15.0,13.0,18.0,55.0,56.0,58.0,24
14,15,Darlington,46.0,12.0,18.0,16.0,58.0,59.0,54.0,24
15,16,Macclesfield Town,46.0,14.0,12.0,20.0,57.0,63.0,54.0,24
16,17,Southend United,46.0,17.0,3.0,26.0,47.0,59.0,54.0,24
17,18,Leyton Orient,46.0,14.0,11.0,21.0,51.0,61.0,53.0,24
18,19,Rochdale,46.0,12.0,16.0,18.0,63.0,70.0,52.0,24
19,20,Bristol Rovers,46.0,12.0,15.0,19.0,50.0,57.0,51.0,24
20,21,Swansea City,46.0,12.0,13.0,21.0,48.0,65.0,49.0,24
21,22,Carlisle United,46.0,13.0,10.0,23.0,52.0,78.0,49.0,24
22,23,Exeter City,46.0,11.0,15.0,20.0,50.0,64.0,48.0,24
23,24,Shrewsbury Town,46.0,9.0,14.0,23.0,62.0,92.0,41.0,24
