,rank,team_name,GP,W,D,L,GF,GA,P,team_n
0,1,Doncaster Rovers,46.0,27.0,11.0,8.0,79.0,37.0,92.0,24
1,2,Hull City,46.0,25.0,13.0,8.0,82.0,44.0,88.0,24
2,3,Torquay United,46.0,23.0,12.0,11.0,68.0,44.0,81.0,24
3,4,Huddersfield Town,46.0,23.0,12.0,11.0,68.0,52.0,81.0,24
4,5,Mansfield Town,46.0,22.0,9.0,15.0,76.0,62.0,75.0,24
5,6,Northampton Town,46.0,22.0,9.0,15.0,58.0,51.0,75.0,24
6,7,Lincoln City,46.0,19.0,17.0,10.0,68.0,47.0,74.0,24
7,8,Yeovil Town,46.0,23.0,5.0,18.0,70.0,57.0,74.0,24
8,9,Oxford United,46.0,18.0,17.0,11.0,55.0,44.0,71.0,24
9,10,Swansea City,46.0,15.0,14.0,17.0,58.0,61.0,59.0,24
10,11,Boston United,46.0,16.0,11.0,19.0,50.0,54.0,59.0,24
11,12,Bury,46.0,15.0,11.0,20.0,54.0,64.0,56.0,24
12,13,Cambridge United,46.0,14.0,14.0,18.0,55.0,67.0,56.0,24
13,14,Cheltenham Town,46.0,14.0,14.0,18.0,57.0,71.0,56.0,24
14,15,Bristol Rovers,46.0,14.0,13.0,19.0,50.0,61.0,55.0,24
15,16,Kidderminster,46.0,14.0,13.0,19.0,45.0,59.0,55.0,24
16,17,Southend United,46.0,14.0,12.0,20.0,51.0,63.0,54.0,24
17,18,Darlington,46.0,14.0,11.0,21.0,53.0,61.0,53.0,24
18,19,Leyton Orient,46.0,13.0,14.0,19.0,48.0,65.0,53.0,24
19,20,Macclesfield Town,46.0,13.0,13.0,20.0,54.0,69.0,52.0,24
20,21,Rochdale,46.0,12.0,14.0,20.0,49.0,58.0,50.0,24
21,22,Scunthorpe United,46.0,11.0,16.0,19.0,69.0,72.0,49.0,24
22,23,Carlisle United,46.0,12.0,9.0,25.0,46.0,69.0,45.0,24
23,24,York City,46.0,10.0,14.0,22.0,35.0,66.0,44.0,24
