,rank,team_name,GP,W,D,L,GF,GA,P,team_n
0,1,Chesterfield,46.0,23.0,15.0,8.0,71.0,40.0,84.0,24
1,2,Scunthorpe United,46.0,20.0,21.0,5.0,68.0,44.0,81.0,24
2,3,Rochdale,46.0,24.0,9.0,13.0,69.0,48.0,81.0,24
3,4,Fleetwood Town,46.0,22.0,10.0,14.0,66.0,52.0,76.0,24
4,5,Southend United,46.0,19.0,15.0,12.0,56.0,39.0,72.0,24
5,6,Burton Albion,46.0,19.0,15.0,12.0,47.0,42.0,72.0,24
6,7,York City,46.0,18.0,17.0,11.0,52.0,41.0,71.0,24
7,8,Oxford United,46.0,16.0,14.0,16.0,53.0,50.0,62.0,24
8,9,Dag and Red,46.0,15.0,15.0,16.0,53.0,59.0,60.0,24
9,10,Plymouth Argyle,46.0,16.0,12.0,18.0,51.0,58.0,60.0,24
10,11,Mansfield Town,46.0,15.0,15.0,16.0,49.0,58.0,60.0,24
11,12,Bury,46.0,13.0,20.0,13.0,59.0,51.0,59.0,24
12,13,Portsmouth,46.0,14.0,17.0,15.0,56.0,66.0,59.0,24
13,14,Newport County,46.0,14.0,16.0,16.0,56.0,59.0,58.0,24
14,15,Accrington Stanley,46.0,14.0,15.0,17.0,54.0,56.0,57.0,24
15,16,AFC Wimbledon,46.0,14.0,14.0,18.0,49.0,57.0,56.0,24
16,17,Exeter City,46.0,14.0,13.0,19.0,54.0,57.0,55.0,24
17,18,Cheltenham Town,46.0,13.0,16.0,17.0,53.0,63.0,55.0,24
18,19,Morecambe,46.0,13.0,15.0,18.0,52.0,64.0,54.0,24
19,20,Hartlepool United,46.0,14.0,11.0,21.0,50.0,56.0,53.0,24
20,21,Northampton Town,46.0,13.0,14.0,19.0,42.0,57.0,53.0,24
21,22,Wycombe Wanderers,46.0,12.0,14.0,20.0,46.0,54.0,50.0,24
22,23,Bristol Rovers,46.0,12.0,14.0,20.0,43.0,54.0,50.0,24
23,24,Torquay United,46.0,12.0,9.0,25.0,42.0,66.0,45.0,24
