,rank,team_name,GP,W,D,L,GF,GA,P,team_n
0,1,Gillingham,46.0,23.0,14.0,9.0,66.0,39.0,83.0,24
1,2,Rotherham,46.0,24.0,7.0,15.0,74.0,59.0,79.0,24
2,3,Port Vale,46.0,21.0,15.0,10.0,87.0,52.0,78.0,24
3,4,Burton Albion,46.0,22.0,10.0,14.0,70.0,66.0,76.0,24
4,5,Cheltenham Town,46.0,20.0,15.0,11.0,58.0,51.0,75.0,24
5,6,Northampton Town,46.0,21.0,10.0,15.0,64.0,55.0,73.0,24
6,7,Bradford City,46.0,18.0,15.0,13.0,63.0,52.0,69.0,24
7,8,Chesterfield,46.0,18.0,13.0,15.0,60.0,45.0,67.0,24
8,9,Oxford United,46.0,19.0,8.0,19.0,60.0,61.0,65.0,24
9,10,Exeter City,46.0,18.0,10.0,18.0,63.0,62.0,64.0,24
10,11,Southend United,46.0,16.0,13.0,17.0,61.0,55.0,61.0,24
11,12,Rochdale,46.0,16.0,13.0,17.0,68.0,70.0,61.0,24
12,13,Fleetwood Town,46.0,15.0,15.0,16.0,55.0,57.0,60.0,24
13,14,Bristol Rovers,46.0,16.0,12.0,18.0,60.0,69.0,60.0,24
14,15,Wycombe Wanderers,46.0,17.0,9.0,20.0,50.0,60.0,60.0,24
15,16,Morecambe,46.0,15.0,13.0,18.0,55.0,61.0,58.0,24
16,17,York City,46.0,12.0,19.0,15.0,50.0,60.0,55.0,24
17,18,Accrington Stanley,46.0,14.0,12.0,20.0,51.0,68.0,54.0,24
18,19,Torquay United,46.0,13.0,14.0,19.0,55.0,62.0,53.0,24
19,20,AFC Wimbledon,46.0,14.0,11.0,21.0,54.0,76.0,53.0,24
20,21,Plymouth Argyle,46.0,13.0,13.0,20.0,46.0,55.0,52.0,24
21,22,Dag and Red,46.0,13.0,12.0,21.0,55.0,62.0,51.0,24
22,23,Barnet,46.0,13.0,12.0,21.0,48.0,58.0,51.0,24
23,24,Aldershot Town,46.0,11.0,15.0,20.0,42.0,60.0,48.0,24
