,rank,team_name,GP,W,D,L,GF,GA,P,team_n
0,1,Swindon Town,46.0,29.0,6.0,11.0,75.0,32.0,93.0,24
1,2,Shrewsbury Town,46.0,26.0,10.0,10.0,66.0,41.0,88.0,24
2,3,Crawley Town,46.0,23.0,15.0,8.0,76.0,54.0,84.0,24
3,4,Southend United,46.0,25.0,8.0,13.0,77.0,48.0,83.0,24
4,5,Torquay United,46.0,23.0,12.0,11.0,63.0,50.0,81.0,24
5,6,Cheltenham Town,46.0,23.0,8.0,15.0,66.0,50.0,77.0,24
6,7,Crewe Alexandra,46.0,20.0,12.0,14.0,67.0,59.0,72.0,24
7,8,Gillingham,46.0,20.0,10.0,16.0,79.0,62.0,70.0,24
8,9,Port Vale,46.0,20.0,9.0,17.0,68.0,60.0,69.0,24
9,10,Oxford United,46.0,17.0,17.0,12.0,59.0,48.0,68.0,24
10,11,Rotherham,46.0,18.0,13.0,15.0,67.0,63.0,67.0,24
11,12,Aldershot Town,46.0,19.0,9.0,18.0,54.0,52.0,66.0,24
12,13,Bristol Rovers,46.0,15.0,12.0,19.0,60.0,70.0,57.0,24
13,14,Accrington Stanley,46.0,14.0,15.0,17.0,54.0,66.0,57.0,24
14,15,Morecambe,46.0,14.0,14.0,18.0,63.0,57.0,56.0,24
15,16,AFC Wimbledon,46.0,15.0,9.0,22.0,62.0,78.0,54.0,24
16,17,Burton Albion,46.0,14.0,12.0,20.0,54.0,81.0,54.0,24
17,18,Bradford City,46.0,12.0,14.0,20.0,54.0,59.0,50.0,24
18,19,Dag and Red,46.0,14.0,8.0,24.0,50.0,72.0,50.0,24
19,20,Northampton Town,46.0,12.0,12.0,22.0,56.0,79.0,48.0,24
20,21,Plymouth Argyle,46.0,10.0,16.0,20.0,47.0,64.0,46.0,24
21,22,Barnet,46.0,12.0,10.0,24.0,52.0,79.0,46.0,24
22,23,Hereford,46.0,10.0,14.0,22.0,50.0,70.0,44.0,24
23,24,Macclesfield Town,46.0,8.0,13.0,25.0,39.0,64.0,37.0,24
