,rank,team_name,GP,W,D,L,GF,GA,P,team_n
0,1,Brighton & Hove Albion,46.0,28.0,8.0,10.0,73.0,35.0,92.0,24
1,2,Chesterfield,46.0,25.0,14.0,7.0,79.0,42.0,89.0,24
2,3,Cardiff City,46.0,23.0,13.0,10.0,95.0,58.0,82.0,24
3,4,Hartlepool United,46.0,21.0,14.0,11.0,71.0,54.0,77.0,24
4,5,Leyton Orient,46.0,20.0,15.0,11.0,59.0,51.0,75.0,24
5,6,Hull City,46.0,19.0,17.0,10.0,47.0,39.0,74.0,24
6,7,Blackpool,46.0,22.0,6.0,18.0,72.0,56.0,72.0,24
7,8,Rochdale,46.0,18.0,17.0,11.0,59.0,48.0,71.0,24
8,9,Cheltenham Town,46.0,18.0,14.0,14.0,57.0,50.0,68.0,24
9,10,Scunthorpe United,46.0,18.0,11.0,17.0,62.0,52.0,65.0,24
10,11,Southend United,46.0,15.0,18.0,13.0,55.0,53.0,63.0,24
11,12,Plymouth Argyle,46.0,15.0,13.0,18.0,54.0,61.0,58.0,24
12,13,Mansfield Town,46.0,15.0,13.0,18.0,64.0,72.0,58.0,24
13,14,Macclesfield Town,46.0,14.0,14.0,18.0,51.0,62.0,56.0,24
14,15,Shrewsbury Town,46.0,15.0,10.0,21.0,49.0,65.0,55.0,24
15,16,Kidderminster,46.0,13.0,14.0,19.0,47.0,61.0,53.0,24
16,17,York City,46.0,13.0,13.0,20.0,42.0,63.0,52.0,24
17,18,Lincoln City,46.0,12.0,15.0,19.0,58.0,66.0,51.0,24
18,19,Exeter City,46.0,12.0,14.0,20.0,40.0,58.0,50.0,24
19,20,Darlington,46.0,12.0,13.0,21.0,44.0,56.0,49.0,24
20,21,Torquay United,46.0,12.0,13.0,21.0,52.0,77.0,49.0,24
21,22,Carlisle United,46.0,11.0,15.0,20.0,42.0,65.0,48.0,24
22,23,Halifax Town,46.0,12.0,11.0,23.0,54.0,68.0,47.0,24
23,24,Barnet,46.0,12.0,9.0,25.0,67.0,81.0,45.0,24
