,rank,team_name,GP,W,D,L,GF,GA,P,team_n
0,1,Walsall,46.0,25.0,14.0,7.0,66.0,34.0,89.0,24
1,2,Hartlepool United,46.0,26.0,10.0,10.0,65.0,40.0,88.0,24
2,3,Swindon Town,46.0,25.0,10.0,11.0,58.0,38.0,85.0,24
3,4,MK Dons,46.0,25.0,9.0,12.0,76.0,58.0,84.0,24
4,5,Lincoln City,46.0,21.0,11.0,14.0,70.0,59.0,74.0,24
5,6,Bristol Rovers,46.0,20.0,12.0,14.0,49.0,42.0,72.0,24
6,7,Shrewsbury Town,46.0,18.0,17.0,11.0,68.0,46.0,71.0,24
7,8,Stockport County,46.0,21.0,8.0,17.0,65.0,54.0,71.0,24
8,9,Rochdale,46.0,18.0,12.0,16.0,70.0,50.0,66.0,24
9,10,Peterborough United,46.0,18.0,11.0,17.0,70.0,61.0,65.0,24
10,11,Darlington,46.0,17.0,14.0,15.0,52.0,56.0,65.0,24
11,12,Wycombe Wanderers,46.0,16.0,14.0,16.0,52.0,47.0,62.0,24
12,13,Notts County,46.0,16.0,14.0,16.0,55.0,53.0,62.0,24
13,14,Barnet,46.0,16.0,11.0,19.0,55.0,70.0,59.0,24
14,15,Grimsby Town,46.0,17.0,8.0,21.0,57.0,73.0,59.0,24
15,16,Hereford,46.0,14.0,13.0,19.0,45.0,53.0,55.0,24
16,17,Mansfield Town,46.0,14.0,12.0,20.0,58.0,63.0,54.0,24
17,18,Chester City,46.0,13.0,14.0,19.0,40.0,48.0,53.0,24
18,19,Wrexham,46.0,13.0,12.0,21.0,43.0,65.0,51.0,24
19,20,Accrington Stanley,46.0,13.0,11.0,22.0,70.0,81.0,50.0,24
20,21,Bury,46.0,13.0,11.0,22.0,46.0,61.0,50.0,24
21,22,Macclesfield Town,46.0,12.0,12.0,22.0,55.0,77.0,48.0,24
22,23,Boston United,46.0,12.0,10.0,24.0,51.0,80.0,46.0,24
23,24,Torquay United,46.0,7.0,14.0,25.0,36.0,63.0,35.0,24
