,rank,team_name,GP,W,D,L,GF,GA,P,team_n
0,1,Plymouth Argyle,46.0,31.0,9.0,6.0,71.0,28.0,102.0,24
1,2,Luton Town,46.0,30.0,7.0,9.0,96.0,48.0,97.0,24
2,3,Mansfield Town,46.0,24.0,7.0,15.0,72.0,60.0,79.0,24
3,4,Cheltenham Town,46.0,21.0,15.0,10.0,66.0,49.0,78.0,24
4,5,Rochdale,46.0,21.0,15.0,10.0,65.0,52.0,78.0,24
5,6,Rushden,46.0,20.0,13.0,13.0,69.0,53.0,73.0,24
6,7,Hartlepool United,46.0,20.0,11.0,15.0,74.0,48.0,71.0,24
7,8,Scunthorpe United,46.0,19.0,14.0,13.0,74.0,56.0,71.0,24
8,9,Shrewsbury Town,46.0,20.0,10.0,16.0,64.0,53.0,70.0,24
9,10,Kidderminster,46.0,19.0,9.0,18.0,56.0,47.0,66.0,24
10,11,Hull City,46.0,16.0,13.0,17.0,57.0,51.0,61.0,24
11,12,Southend United,46.0,15.0,13.0,18.0,51.0,54.0,58.0,24
12,13,Macclesfield Town,46.0,15.0,13.0,18.0,41.0,52.0,58.0,24
13,14,York City,46.0,16.0,9.0,21.0,54.0,67.0,57.0,24
14,15,Darlington,46.0,15.0,11.0,20.0,60.0,71.0,56.0,24
15,16,Exeter City,46.0,14.0,13.0,19.0,48.0,73.0,55.0,24
16,17,Carlisle United,46.0,12.0,16.0,18.0,49.0,56.0,52.0,24
17,18,Leyton Orient,46.0,13.0,13.0,20.0,55.0,71.0,52.0,24
18,19,Torquay United,46.0,12.0,15.0,19.0,46.0,63.0,51.0,24
19,20,Swansea City,46.0,13.0,12.0,21.0,53.0,77.0,51.0,24
20,21,Oxford United,46.0,11.0,14.0,21.0,53.0,62.0,47.0,24
21,22,Lincoln City,46.0,10.0,16.0,20.0,44.0,62.0,46.0,24
22,23,Bristol Rovers,46.0,11.0,12.0,23.0,40.0,60.0,45.0,24
23,24,Halifax Town,46.0,8.0,12.0,26.0,39.0,84.0,36.0,24
