,rank,team_name,GP,W,D,L,GF,GA,P,team_n
0,1,Burton Albion,46.0,28.0,10.0,8.0,69.0,39.0,94.0,24
1,2,Shrewsbury Town,46.0,27.0,8.0,11.0,67.0,31.0,89.0,24
2,3,Bury,46.0,26.0,7.0,13.0,60.0,40.0,85.0,24
3,4,Wycombe Wanderers,46.0,23.0,15.0,8.0,67.0,45.0,84.0,24
4,5,Southend United,46.0,24.0,12.0,10.0,54.0,38.0,84.0,24
5,6,Stevenage,46.0,20.0,12.0,14.0,62.0,54.0,72.0,24
6,7,Plymouth Argyle,46.0,20.0,11.0,15.0,55.0,37.0,71.0,24
7,8,Luton Town,46.0,19.0,11.0,16.0,54.0,44.0,68.0,24
8,9,Newport County,46.0,18.0,11.0,17.0,51.0,54.0,65.0,24
9,10,Exeter City,46.0,17.0,13.0,16.0,61.0,65.0,64.0,24
10,11,Morecambe,46.0,17.0,12.0,17.0,53.0,52.0,63.0,24
11,12,Northampton Town,46.0,18.0,7.0,21.0,67.0,62.0,61.0,24
12,13,Oxford United,46.0,15.0,16.0,15.0,50.0,49.0,61.0,24
13,14,Dag and Red,46.0,17.0,8.0,21.0,58.0,59.0,59.0,24
14,15,AFC Wimbledon,46.0,14.0,16.0,16.0,54.0,60.0,58.0,24
15,16,Portsmouth,46.0,14.0,15.0,17.0,52.0,54.0,57.0,24
16,17,Accrington Stanley,46.0,15.0,11.0,20.0,58.0,77.0,56.0,24
17,18,York City,46.0,11.0,19.0,16.0,46.0,51.0,52.0,24
18,19,Cambridge United,46.0,13.0,12.0,21.0,61.0,66.0,51.0,24
19,20,Carlisle United,46.0,14.0,8.0,24.0,56.0,74.0,50.0,24
20,21,Mansfield Town,46.0,13.0,9.0,24.0,38.0,62.0,48.0,24
21,22,Hartlepool United,46.0,12.0,9.0,25.0,39.0,70.0,45.0,24
22,23,Cheltenham Town,46.0,9.0,14.0,23.0,40.0,67.0,41.0,24
23,24,Tranmere Rovers,46.0,9.0,12.0,25.0,45.0,67.0,39.0,24
