,rank,team_name,GP,W,D,L,GF,GA,P,team_n
0,1,Juventus,34,20,11,3,64,23,71,18
1,2,Roma,34,19,13,2,58,24,70,18
2,3,Internazionale,34,20,9,5,62,35,69,18
3,4,Milan,34,14,13,7,47,33,55,18
4,5,Chievo,34,14,12,8,57,52,54,18
5,6,Lazio,34,14,11,9,50,37,53,18
6,7,Bologna,34,15,7,12,40,40,52,18
7,8,Perugia,34,13,7,14,38,46,46,18
8,9,Atalanta,34,12,9,13,41,50,45,18
9,10,Parma,34,12,8,14,43,47,44,18
10,11,Torino,34,10,13,11,37,39,43,18
11,12,Piacenza,34,11,9,14,49,43,42,18
12,13,Brescia,34,9,13,12,43,52,40,18
13,14,Udinese,34,11,7,16,41,52,40,18
14,15,Hellas Verona,34,11,6,17,41,53,39,18
15,16,Lecce,34,6,10,18,36,56,28,18
16,17,Fiorentina,34,5,7,22,29,63,22,18
17,18,Venezia,34,3,9,22,30,61,18,18
