,rank,team_name,GP,W,D,L,GF,GA,P,team_n
0,1,Internazionale,38,24,10,4,75,34,82,20
1,2,Roma,38,24,8,6,68,41,80,20
2,3,Milan,38,20,10,8,60,39,70,20
3,4,Sampdoria,38,19,10,9,49,41,67,20
4,5,Palermo,38,18,11,9,59,47,65,20
5,6,Napoli,38,15,14,9,50,43,59,20
6,7,Juventus,38,16,7,15,55,56,55,20
7,8,Parma,38,14,10,14,46,51,52,20
8,9,Genoa,38,14,9,15,57,61,51,20
9,10,AS Bari,38,13,11,14,49,49,50,20
10,11,Fiorentina,38,13,8,17,48,47,47,20
11,12,Lazio,38,11,13,14,39,43,46,20
12,13,Catania,38,10,15,13,44,45,45,20
13,14,Chievo,38,12,8,18,37,42,44,20
14,15,Udinese,38,11,11,16,54,59,44,20
15,16,Cagliari,38,11,11,16,56,58,44,20
16,17,Bologna,38,10,12,16,42,55,42,20
17,18,Atalanta,38,9,8,21,37,53,35,20
18,19,AC Siena,38,7,10,21,40,67,31,20
19,20,Livorno,38,7,8,23,27,61,29,20
