,rank,team_name,GP,W,D,L,GF,GA,P,team_n
0,1,Juventus,38,29,4,5,77,27,91,20
1,2,Roma,38,28,3,7,90,38,87,20
2,3,Napoli,38,26,8,4,94,39,86,20
3,4,Atalanta,38,21,9,8,62,41,72,20
4,5,Lazio,38,21,7,10,74,51,70,20
5,6,Milan,38,18,9,11,57,45,63,20
6,7,Internazionale,38,19,5,14,72,49,62,20
7,8,Fiorentina,38,16,12,10,63,57,60,20
8,9,Torino,38,13,14,11,71,66,53,20
9,10,Sampdoria,38,12,12,14,49,55,48,20
10,11,Cagliari,38,14,5,19,55,76,47,20
11,12,Sassuolo,38,13,7,18,58,63,46,20
12,13,Udinese,38,12,9,17,47,56,45,20
13,14,Chievo,38,12,7,19,43,61,43,20
14,15,Bologna,38,11,8,19,40,58,41,20
15,16,Genoa,38,9,9,20,38,64,36,20
16,17,Crotone,38,9,7,22,34,58,34,20
17,18,Empoli,38,8,8,22,29,61,32,20
18,19,Palermo,38,6,8,24,33,77,26,20
19,20,Pescara,38,3,9,26,37,81,18,20
