,rank,team_name,GP,W,D,L,GF,GA,P,team_n
0,1,Juventus ,34,21,9,4,64,29,72,18
1,2,Internazionale,34,19,8,7,64,38,65,18
2,3,Milan,34,18,7,9,55,30,61,18
3,4,Lazio ,34,15,15,4,57,32,60,18
4,5,Parma ,34,15,11,8,55,36,56,18
5,6,Udinese ,34,16,8,10,38,35,56,18
6,7,Chievo ,34,16,7,11,51,39,55,18
7,8,Roma ,34,13,10,11,55,46,49,18
8,9,Brescia ,34,9,15,10,36,38,42,18
9,10,Perugia ,34,10,12,12,40,48,42,18
10,11,Bologna ,34,10,11,13,39,47,41,18
11,12,Empoli ,34,9,11,14,36,46,38,18
12,13,Atalanta ,34,8,14,12,35,47,38,18
13,14,Reggina ,34,10,8,16,38,53,38,18
14,15,Modena,34,9,11,14,30,48,38,18
15,16,Piacenza ,34,8,6,20,44,62,30,18
16,17,Como ,34,4,12,18,29,57,24,18
17,18,Torino ,34,4,9,21,23,58,21,18
