,rank,team_name,GP,W,D,L,GF,GA,P,team_n
0,1,Internazionale,38,25,10,3,69,26,85,20
1,2,Roma ,38,24,10,4,72,37,82,20
2,3,Juventus ,38,20,12,6,72,37,72,20
3,4,Fiorentina ,38,19,9,10,55,39,66,20
4,5,Milan,38,18,10,10,66,38,64,20
5,6,Sampdoria,38,17,9,12,56,46,60,20
6,7,Udinese ,38,16,9,13,48,53,57,20
7,8,Napoli ,38,14,8,16,50,53,50,20
8,9,Atalanta ,38,12,12,14,52,56,48,20
9,10,Genoa ,38,13,9,16,44,52,48,20
10,11,Palermo ,38,12,11,15,47,57,47,20
11,12,Lazio ,38,11,13,14,47,51,46,20
12,13,AC Siena,38,9,17,12,40,45,44,20
13,14,Cagliari ,38,11,9,18,40,56,42,20
14,15,Torino ,38,8,16,14,36,49,40,20
15,16,Reggina ,38,9,13,16,37,56,40,20
16,17,Catania ,38,8,13,17,33,45,37,20
17,18,Empoli ,38,9,9,20,29,52,36,20
18,19,Parma ,38,7,13,18,42,62,34,20
19,20,Livorno ,38,6,12,20,35,60,30,20
