,rank,team_name,GP,W,D,L,GF,GA,P,team_n
0,1,Milan,38,24,10,4,65,24,82,20
1,2,Internazionale,38,23,7,8,69,42,76,20
2,3,Napoli,38,21,7,10,59,39,70,20
3,4,Udinese,38,20,6,12,65,43,66,20
4,5,Lazio,38,20,6,12,55,39,66,20
5,6,Roma,38,18,9,11,59,52,63,20
6,7,Juventus,38,15,13,10,57,47,58,20
7,8,Palermo,38,17,5,16,58,63,56,20
8,9,Fiorentina,38,12,15,11,49,44,51,20
9,10,Genoa,38,14,9,15,45,47,51,20
10,11,Chievo,38,11,13,14,38,40,46,20
11,12,Parma,38,11,13,14,39,47,46,20
12,13,Catania,38,12,10,16,40,52,46,20
13,14,Cagliari,38,12,9,17,44,51,45,20
14,15,AC Cesena,38,11,10,17,38,50,43,20
15,16,Bologna,38,11,12,15,35,52,42,20
16,17,Lecce,38,11,8,19,46,66,41,20
17,18,Sampdoria,38,8,12,18,33,49,36,20
18,19,Brescia,38,7,11,20,34,52,32,20
19,20,AS Bari,38,5,9,24,27,56,24,20
