,rank,team_name,GP,W,D,L,GF,GA,P,team_n
0,1,Metz,38,22,10,6,55,28,76,20
1,2,Lens,38,17,14,7,58,40,65,20
2,3,Caen,38,18,10,10,65,44,64,20
3,4,Nancy,38,16,13,9,47,37,61,20
4,5,Chamois Niortais,38,15,13,10,51,47,58,20
5,6,Dijon,38,14,15,9,53,42,57,20
6,7,Brest,38,15,11,12,38,32,56,20
7,8,Tours,38,15,10,13,63,56,55,20
8,9,Angers,38,14,13,11,46,45,55,20
9,10,Troyes,38,15,7,16,56,44,52,20
10,11,Créteil-Lusitanos,38,12,14,12,57,58,50,20
11,12,Le Havre,38,11,15,12,43,43,48,20
12,13,AC Arles,38,10,16,12,36,38,46,20
13,14,Clermont,38,10,15,13,31,38,45,20
14,15,Nimes,38,10,14,14,49,54,44,20
15,16,Auxerre,38,10,13,15,35,45,43,20
16,17,Laval,38,10,12,16,44,52,42,20
17,18,Châteauroux,38,10,10,18,43,59,40,20
18,19,Istres FC,38,9,9,20,48,74,36,20
19,20,CA Bastia,38,4,12,22,21,63,24,20
