,rank,team_name,GP,W,D,L,GF,GA,P,team_n
0,1,Lille,38,25,8,5,58,25,83,20
1,2,Guingamp,38,18,13,7,62,41,67,20
2,3,Toulouse,38,18,9,11,52,31,63,20
3,4,Sochaux,38,18,8,12,53,41,62,20
4,5,Gueugnon,38,13,17,8,47,34,56,20
5,6,Caen,38,12,17,9,50,37,53,20
6,7,AC Ajaccio,38,15,8,15,37,41,53,20
7,8,Châteauroux,38,13,13,12,44,44,52,20
8,9,Le Mans,38,12,16,10,44,44,52,20
9,10,Laval,38,12,15,11,41,40,51,20
10,11,Nice,38,10,20,8,34,33,50,20
11,12,Cannes,38,12,12,14,33,38,48,20
12,13,Lorient,38,12,11,15,32,39,47,20
13,14,Nimes,38,11,12,15,39,44,45,20
14,15,Chamois Niortais,38,10,15,13,42,49,45,20
15,16,ES Wasquehal,38,9,17,12,33,39,44,20
16,17,US Créteil,38,11,11,16,36,52,44,20
17,18,Amiens SC,38,7,16,15,30,43,37,20
18,19,AS Valence,38,6,15,17,37,54,33,20
19,20,CS Louhans Cuiseaux,38,5,9,24,32,67,24,20
