,rank,team_name,GP,W,D,L,GF,GA,P,team_n
0,1,Nancy,38,21,8,9,54,33,71,20
1,2,Le Mans,38,20,8,10,51,30,68,20
2,3,Troyes,38,20,8,10,61,48,68,20
3,4,Dijon,38,14,15,9,44,34,57,20
4,5,Châteauroux,38,14,15,9,51,43,57,20
5,6,CS Sedan,38,16,9,13,38,38,57,20
6,7,Guingamp,38,15,11,12,53,43,56,20
7,8,Montpellier,38,15,10,13,44,39,55,20
8,9,Brest,38,13,16,9,38,34,55,20
9,10,Grenoble,38,12,12,14,45,50,48,20
10,11,Gueugnon,38,12,12,14,30,40,48,20
11,12,Amiens SC,38,11,14,13,41,41,47,20
12,13,Laval,38,13,8,17,43,51,47,20
13,14,Lorient,38,13,8,17,44,53,47,20
14,15,Créteil-Lusitanos,38,11,13,14,42,38,46,20
15,16,Stade de Reims,38,10,13,15,34,55,43,20
16,17,Le Havre,38,11,9,18,28,42,42,20
17,18,Clermont,38,8,15,15,34,39,39,20
18,19,Chamois Niortais,38,10,8,20,40,52,38,20
19,20,Angers,38,8,14,16,32,44,38,20
