,rank,team_name,GP,W,D,L,GF,GA,P,team_n
0,1,AC Ajaccio,38,20,12,6,47,25,72,20
1,2,RC Strasbourg,38,19,11,8,47,27,68,20
2,3,Nice,38,20,6,12,56,40,66,20
3,4,Le Havre,38,17,14,7,56,32,65,20
4,5,Le Mans,38,16,10,12,48,41,58,20
5,6,Caen,38,16,10,12,59,55,58,20
6,7,AS Beauvais,38,13,18,7,37,25,57,20
7,8,Châteauroux,38,15,8,15,41,42,53,20
8,9,Nancy,38,12,15,11,42,38,51,20
9,10,Laval,38,14,8,16,50,56,50,20
10,11,Chamois Niortais,38,11,15,12,40,39,48,20
11,12,Amiens SC,38,11,14,13,46,50,47,20
12,13,Saint-Étienne,38,11,13,14,35,42,46,20
13,14,Gueugnon,38,9,17,12,42,49,44,20
14,15,ES Wasquehal,38,11,10,17,43,55,43,20
15,16,Grenoble,38,10,12,16,38,55,42,20
16,17,FC Istres,38,8,17,13,34,43,41,20
17,18,US Créteil,38,9,14,15,35,46,41,20
18,19,Nimes,38,5,17,16,33,48,32,20
19,20,FC Martigues,38,7,11,20,32,53,32,20
