,rank,team_name,GP,W,D,L,GF,GA,P,team_n
0,1,Nancy,38,21,11,6,60,32,74,20
1,2,Dijon,38,20,10,8,62,36,70,20
2,3,Metz,38,19,8,11,54,39,65,20
3,4,Le Havre,38,19,8,11,52,37,65,20
4,5,Red Star,38,18,10,10,43,38,64,20
5,6,Lens,38,15,13,10,39,35,58,20
6,7,Clermont,38,16,10,12,56,53,58,20
7,8,Auxerre,38,15,10,13,47,46,55,20
8,9,Nimes,38,13,12,13,50,52,51,20
9,10,Tours,38,11,14,13,36,41,47,20
10,11,Brest,38,12,11,15,34,41,47,20
11,12,FC Bourg-Péronnas,38,13,8,17,47,59,47,20
12,13,Valenciennes,38,10,14,14,39,43,44,20
13,14,Laval,38,9,17,12,35,42,44,20
14,15,Sochaux,38,9,15,14,34,36,42,20
15,16,Chamois Niortais,38,8,18,12,38,45,42,20
16,17,AC Ajaccio,38,9,15,14,34,42,42,20
17,18,Evian TG,38,9,12,17,41,41,39,20
18,19,Créteil-Lusitanos,38,8,10,20,42,66,34,20
19,20,Paris FC,38,4,18,16,32,51,30,20
