,rank,team_name,GP,W,D,L,GF,GA,P,team_n
0,1,Toulouse,38,21,9,8,50,24,72,20
1,2,Le Mans,38,18,14,6,49,33,68,20
2,3,Metz,38,19,10,9,52,29,67,20
3,4,Lorient,38,18,11,9,43,29,65,20
4,5,Châteauroux,38,16,12,10,40,35,60,20
5,6,Chamois Niortais,38,14,11,13,44,40,53,20
6,7,Caen,38,12,16,10,45,40,52,20
7,8,Laval,38,15,7,16,41,42,52,20
8,9,Saint-Étienne,38,12,15,11,34,30,51,20
9,10,Amiens SC,38,12,13,13,30,33,49,20
10,11,Gueugnon,38,12,13,13,35,42,49,20
11,12,Grenoble,38,11,14,13,39,29,47,20
12,13,AS Valence,38,11,13,14,38,42,46,20
13,14,Clermont,38,13,7,18,39,51,46,20
14,15,Nancy,38,10,13,15,30,47,43,20
15,16,FC Istres,38,10,13,15,32,53,43,20
16,17,Créteil-Lusitanos,38,8,18,12,39,42,42,20
17,18,AS Beauvais,38,9,10,19,20,32,37,20
18,19,ES Wasquehal,38,6,18,14,26,39,36,20
19,20,Stade de Reims,38,6,17,15,31,45,35,20
