,rank,team_name,GP,W,D,L,GF,GA,P,team_n
0,1,West Bromwich,46.0,23.0,12.0,11.0,88.0,55.0,81.0,24
1,2,Stoke City,46.0,21.0,16.0,9.0,69.0,55.0,79.0,24
2,3,Hull City,46.0,21.0,12.0,13.0,65.0,47.0,75.0,24
3,4,Bristol City,46.0,20.0,14.0,12.0,54.0,53.0,74.0,24
4,5,Crystal Palace,46.0,18.0,17.0,11.0,58.0,42.0,71.0,24
5,6,Watford,46.0,18.0,16.0,12.0,62.0,56.0,70.0,24
6,7,Wolverhampton,46.0,18.0,16.0,12.0,53.0,48.0,70.0,24
7,8,Ipswich Town,46.0,18.0,15.0,13.0,65.0,56.0,69.0,24
8,9,Sheffield United,46.0,17.0,15.0,14.0,56.0,51.0,66.0,24
9,10,Plymouth Argyle,46.0,17.0,13.0,16.0,60.0,50.0,64.0,24
10,11,Charlton Athletic,46.0,17.0,13.0,16.0,63.0,58.0,64.0,24
11,12,Cardiff City,46.0,16.0,16.0,14.0,59.0,55.0,64.0,24
12,13,Burnley,46.0,16.0,14.0,16.0,60.0,67.0,62.0,24
13,14,QPR,46.0,14.0,16.0,16.0,60.0,66.0,58.0,24
14,15,Preston North End,46.0,15.0,11.0,20.0,50.0,56.0,56.0,24
15,16,Sheffield Wed.,46.0,14.0,13.0,19.0,54.0,55.0,55.0,24
16,17,Norwich City,46.0,15.0,10.0,21.0,49.0,59.0,55.0,24
17,18,Barnsley,46.0,14.0,13.0,19.0,52.0,65.0,55.0,24
18,19,Blackpool,46.0,12.0,18.0,16.0,59.0,64.0,54.0,24
19,20,Southampton,46.0,13.0,15.0,18.0,56.0,72.0,54.0,24
20,21,Coventry City,46.0,14.0,11.0,21.0,52.0,64.0,53.0,24
21,22,Leicester City,46.0,12.0,16.0,18.0,42.0,45.0,52.0,24
22,23,Scunthorpe United,46.0,11.0,13.0,22.0,46.0,69.0,46.0,24
23,24,Colchester,46.0,7.0,17.0,22.0,62.0,86.0,38.0,24
